game_id,competition_id,competition_type,season,round,date,home_club_id,away_club_id,home_club_goals,away_club_goals,aggregate,home_club_position,away_club_position,club_home_name,club_away_name,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,url
2229332,DFL,other,2012,Final,2012-08-12,27,16,2,1,2:1,-1,-1,Fc Bayern Munchen,Borussia Dortmund,Jupp Heynckes,Jürgen Klopp,Allianz Arena,69000,Michael Weiner,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2229332
2244388,SUC,other,2012,final 1st leg,2012-08-22,131,418,3,2,3:2,-1,-1,Fc Barcelona,Real Madrid,Tito Vilanova,José Mourinho,Spotify Camp Nou,91728,Carlos Clos Gómez,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2244388
2269557,CDR,domestic_cup,2012,4th round 2nd leg,2012-11-28,3709,4032,0,0,0:0,-1,-1,Fc Getafe,,Luis García,Claudio Barragán,Coliseum Alfonso Pérez,2000,Pedro Jesús Pérez Montero,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2269557
2254432,CDR,domestic_cup,2012,First Round Replay,2012-08-30,21322,7077,1,0,1:0,-1,-1,,,Pedro Buenaventura,Pato,El Palmar,0,Andrés Manuel Ceballos Silva,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2254432
2221759,DFB,domestic_cup,2012,First Round,2012-08-20,109,27,0,4,0:4,-1,-1,,Fc Bayern Munchen,Oscar Corrochano,Jupp Heynckes,Jahnstadion,12500,Guido Winkmann,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2221759
2211607,NLSC,other,2012,Final,2012-08-05,383,610,4,2,4:2,-1,-1,Psv Eindhoven,Ajax Amsterdam,Dick Advocaat,Frank de Boer,Johan Cruijff ArenA,50000,Björn Kuipers,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2211607
2244655,FRCH,other,2011,Final,2012-07-28,969,1041,4,6,4:6,-1,-1,Montpellier Hsc,Olympique Lyon,René Girard,Rémi Garde,,15166,Jorge Gonzalez,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2244655
2224956,BE1,domestic_league,2012,30. Matchday,2013-03-16,1411,1184,1,5,1:5,7,3,Raec Mons,Krc Genk,Enzo Scifo,Mario Been,Charles Tondreau Stadion,3800,Christof Dierick,https://www.transfermarkt.co.uk/raec-mons-2015-_krc-genk/index/spielbericht/2224956
2250472,NL1,domestic_league,2012,34. Matchday,2013-05-12,200,1304,3,0,3:0,5,12,Fc Utrecht,Heracles Almelo,Jan Wouters,Peter Bosz,"Stadion ""Galgenwaard""",17125,Jochem Kamphuis,https://www.transfermarkt.co.uk/fc-utrecht_heracles-almelo/index/spielbericht/2250472
2250473,NL1,domestic_league,2012,34. Matchday,2013-05-12,467,235,1,2,1:2,15,14,Nec Nijmegen,Rkc Waalwijk,Alex Pastoor,Erwin Koeman,Goffertstadion,11600,Eric Braamhaar,https://www.transfermarkt.co.uk/nec-nijmegen_rkc-waalwijk/index/spielbericht/2250473
2219794,BESC,other,2011,Final,2012-07-22,58,498,3,2,3:2,-1,-1,Rsc Anderlecht,Ksc Lokeren,John van den Brom,Peter Maes,Constant Vanden Stock Stadion,14485,Laurent Colemonts,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2219794
2231667,L1,domestic_league,2012,34. Matchday,2013-05-18,16,533,1,2,1:2,2,16,Borussia Dortmund,Tsg 1899 Hoffenheim,Jürgen Klopp,Markus Gisdol,SIGNAL IDUNA PARK,80645,Dr. Jochen Drees,https://www.transfermarkt.co.uk/borussia-dortmund_tsg-1899-hoffenheim/index/spielbericht/2231667
2231661,L1,domestic_league,2012,34. Matchday,2013-05-18,42,38,3,0,3:0,9,17,Hannover 96,Fortuna Dusseldorf,Mirko Slomka,Norbert Meier,Heinz-von-Heiden-Arena,49000,Peter Gagelmann,https://www.transfermarkt.co.uk/hannover-96_fortuna-dusseldorf/index/spielbericht/2231661
2504433,NLP,domestic_cup,2012,First Round,2012-08-22,7474,34455,4,1,4:1,-1,-1,,,,,Sportpark Duinwetering,400,Jeroen Spinhoven,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2504433
2240524,NLP,domestic_cup,2012,First Round,2012-08-22,2821,2848,4,2,4:2,-1,-1,,,Misha Salden,Frans Koenen,Sportpark Ter Specke,0,Rob Souwen,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2240524
2231660,L1,domestic_league,2012,34. Matchday,2013-05-18,41,15,0,1,0:1,7,3,Hamburger Sv,Bayer 04 Leverkusen,Thorsten Fink,Sascha Lewandowski,Volksparkstadion,57000,Wolfgang Stark,https://www.transfermarkt.co.uk/hamburger-sv_bayer-04-leverkusen/index/spielbericht/2231660
2258403,POCP,domestic_cup,2012,Group D,2012-08-05,3348,7179,0,1,0:1,-1,-1,,Cd Tondela,Professor Neca,Vítor Paneira,Estádio CD Trofense,790,Bruno Esteves,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2258403
2231658,L1,domestic_league,2012,34. Matchday,2013-05-18,60,33,1,2,1:2,5,4,Sc Freiburg,Fc Schalke 04,Christian Streich,Jens Keller,Dreisamstadion,24000,Dr. Felix Brych,https://www.transfermarkt.co.uk/sc-freiburg_fc-schalke-04/index/spielbericht/2231658
2231662,L1,domestic_league,2012,34. Matchday,2013-05-18,79,39,2,2,2:2,12,13,Vfb Stuttgart,1 Fsv Mainz 05,Bruno Labbadia,Thomas Tuchel,Mercedes-Benz Arena,51020,Michael Weiner,https://www.transfermarkt.co.uk/vfb-stuttgart_1-fsv-mainz-05/index/spielbericht/2231662
2231654,L1,domestic_league,2012,34. Matchday,2013-05-18,167,65,3,1,3:1,15,18,Fc Augsburg,Spvgg Greuther Furth,Markus Weinzierl,Frank Kramer,WWK ARENA,30112,Tobias Welz,https://www.transfermarkt.co.uk/fc-augsburg_spvgg-greuther-furth/index/spielbericht/2231654
2258406,POCP,domestic_cup,2012,Group D,2012-08-05,2423,3336,3,1,3:1,-1,-1,Cd Santa Clara,Desportivo Aves,Luís Miguel,José Vilaça,Estádio de São Miguel,390,Rui Costa,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2258406
2231675,L1,domestic_league,2012,33. Matchday,2013-05-11,82,16,3,3,3:3,10,2,Vfl Wolfsburg,Borussia Dortmund,Dieter Hecking,Jürgen Klopp,Volkswagen Arena,30000,Günter Perl,https://www.transfermarkt.co.uk/vfl-wolfsburg_borussia-dortmund/index/spielbericht/2231675
2240525,NLP,domestic_cup,2012,First Round,2012-08-22,19934,16866,4,1,4:1,-1,-1,,,,,Sportpark De Dem,400,,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2240525
2231672,L1,domestic_league,2012,33. Matchday,2013-05-11,15,42,3,1,3:1,3,9,Bayer 04 Leverkusen,Hannover 96,Sascha Lewandowski,Mirko Slomka,BayArena,29904,Bastian Dankert,https://www.transfermarkt.co.uk/bayer-04-leverkusen_hannover-96/index/spielbericht/2231672
2231653,L1,domestic_league,2012,34. Matchday,2013-05-18,18,27,3,4,3:4,8,1,Borussia Monchengladbach,Fc Bayern Munchen,Lucien Favre,Jupp Heynckes,Stadion im Borussia-Park,54010,Thorsten Kinhöfer,https://www.transfermarkt.co.uk/borussia-monchengladbach_bayern-munich/index/spielbericht/2231653
2231657,L1,domestic_league,2012,34. Matchday,2013-05-18,24,82,2,2,2:2,6,11,Eintracht Frankfurt,Vfl Wolfsburg,Armin Veh,Dieter Hecking,Commerzbank Arena,51500,Felix Zwayer,https://www.transfermarkt.co.uk/eintracht-frankfurt_vfl-wolfsburg/index/spielbericht/2231657
2224190,FR1,domestic_league,2012,38. Matchday,2013-05-26,244,1421,0,0,0:0,2,14,Olympique Marseille,Stade Reims,Élie Baup,Hubert Fournier,Orange Vélodrome,34808,Fredy Fautrel,https://www.transfermarkt.co.uk/olympique-marseille_stade-reims/index/spielbericht/2224190
2224183,FR1,domestic_league,2012,38. Matchday,2013-05-26,3911,1159,1,2,1:2,20,18,Stade Brest 29,As Nancy Lorraine,Corentin Martins,Patrick Gabriel,Stade Francis-Le Blé,9698,Amaury Delerue,https://www.transfermarkt.co.uk/stade-brestois-29_as-nancy-lorraine/index/spielbericht/2224183
2224185,FR1,domestic_league,2012,38. Matchday,2013-05-26,1041,273,2,0,2:0,3,13,Olympique Lyon,Fc Stade Rennes,Rémi Garde,Frédéric Antonetti,Stade de Gerland,38705,Philippe Kalt,https://www.transfermarkt.co.uk/olympique-lyon_stade-rennais-fc/index/spielbericht/2224185
2224178,FR1,domestic_league,2012,38. Matchday,2013-05-26,1147,417,0,2,0:2,17,4,Ac Ajaccio,Ogc Nizza,Albert Emon,Claude Puel,Stade François-Coty,7599,Laurent Duhamel,https://www.transfermarkt.co.uk/ac-ajaccio_ogc-nice/index/spielbericht/2224178
2224184,FR1,domestic_league,2012,38. Matchday,2013-05-26,595,750,0,0,0:0,12,15,Sc Bastia,Fc Sochaux Montbeliard,Frédéric Hantz,Eric Hély,Stade Armand-Cesari,14619,Olivier Thual,https://www.transfermarkt.co.uk/sc-bastia_fc-sochaux-montbeliard/index/spielbericht/2224184
2224176,FR1,domestic_league,2012,38. Matchday,2013-05-26,1158,583,1,3,1:3,8,1,Fc Lorient,Fc Paris Saint Germain,Christian Gourcuff,Carlo Ancelotti,Stade du Moustoir,16336,Benoît Bastien,https://www.transfermarkt.co.uk/fc-lorient_paris-saint-germain/index/spielbericht/2224176
2224180,FR1,domestic_league,2012,37. Matchday,2013-05-19,417,1041,1,1,1:1,6,3,Ogc Nizza,Olympique Lyon,Claude Puel,Rémi Garde,Stade du Ray,15968,Clément Turpin,https://www.transfermarkt.co.uk/ogc-nice_olympique-lyon/index/spielbericht/2224180
2231659,L1,domestic_league,2012,34. Matchday,2013-05-18,4,86,3,2,3:2,10,14,1 Fc Nurnberg,Sv Werder Bremen,Michael Wiesinger,Wolfgang Rolff,Max-Morlock-Stadion,46157,Guido Winkmann,https://www.transfermarkt.co.uk/1-fc-nuremberg_sv-werder-bremen/index/spielbericht/2231659
2224117,FR1,domestic_league,2012,37. Matchday,2013-05-18,750,415,1,2,1:2,17,10,Fc Sochaux Montbeliard,Fc Toulouse,Eric Hély,Alain Casanova,Stade Auguste-Bonal,18505,Bartolomeu Varela,https://www.transfermarkt.co.uk/fc-sochaux-montbeliard_fc-toulouse/index/spielbericht/2224117
2224116,FR1,domestic_league,2012,37. Matchday,2013-05-18,14171,1423,2,0,2:0,15,13,Thonon Evian Grand Geneve Fc,Fc Valenciennes,Pascal Dupraz,Daniel Sanchez,Parc des Sports d’Annecy,13588,Nicolas Rainville,https://www.transfermarkt.co.uk/fc-evian-thonon-gaillard_valenciennes-fc/index/spielbericht/2224116
2224113,FR1,domestic_league,2012,37. Matchday,2013-05-18,618,244,2,0,2:0,4,2,As Saint Etienne,Olympique Marseille,Christophe Galtier,Élie Baup,Stade Geoffroy-Guichard,25306,Lionel Jaffredo,https://www.transfermarkt.co.uk/as-saint-etienne_olympique-marseille/index/spielbericht/2224113
2225776,GB1,domestic_league,2012,38. Matchday,2013-05-19,1071,405,2,2,2:2,18,15,Wigan Athletic,Aston Villa,Roberto Martínez,Paul Lambert,DW Stadium,23001,Neil Swarbrick,https://www.transfermarkt.co.uk/wigan-athletic_aston-villa/index/spielbericht/2225776
2224115,FR1,domestic_league,2012,37. Matchday,2013-05-18,1159,595,1,2,1:2,19,12,As Nancy Lorraine,Sc Bastia,Patrick Gabriel,Frédéric Hantz,Stade Marcel-Picot,19045,Laurent Duhamel,https://www.transfermarkt.co.uk/as-nancy-lorraine_sc-bastia/index/spielbericht/2224115
2225774,GB1,domestic_league,2012,38. Matchday,2013-05-19,379,1032,4,2,4:2,10,19,West Ham United,Fc Reading,Sam Allardyce,Nigel Adkins,Boleyn Ground,34973,Mike Dean,https://www.transfermarkt.co.uk/west-ham-united_reading-fc/index/spielbericht/2225774
2225760,GB1,domestic_league,2012,38. Matchday,2013-05-19,31,1039,1,0,1:0,7,20,Fc Liverpool,Queens Park Rangers,Brendan Rodgers,Harry Redknapp,Anfield,44792,Martin Atkinson,https://www.transfermarkt.co.uk/liverpool-fc_queens-park-rangers/index/spielbericht/2225760
2224118,FR1,domestic_league,2012,37. Matchday,2013-05-18,1095,40,1,0,1:0,18,9,Es Troyes Ac,Fc Girondins Bordeaux,Jean-Marc Furlan,Francis Gillot,Stade de l'Aube,15847,Said Ennjimi,https://www.transfermarkt.co.uk/estac-troyes_fc-girondins-bordeaux/index/spielbericht/2224118
2225752,GB1,domestic_league,2012,38. Matchday,2013-05-19,180,512,1,1,1:1,14,13,Fc Southampton,Stoke City,Mauricio Pochettino,Tony Pulis,St Mary's Stadium,31539,Lee Probert,https://www.transfermarkt.co.uk/southampton-fc_stoke-city/index/spielbericht/2225752
2225749,GB1,domestic_league,2012,38. Matchday,2013-05-19,2288,931,0,3,0:3,9,12,Swansea City,Fc Fulham,Michael Laudrup,Martin Jol,Swansea.com Stadium,20365,Lee Mason,https://www.transfermarkt.co.uk/swansea-city_fulham-fc/index/spielbericht/2225749
2225747,GB1,domestic_league,2012,38. Matchday,2013-05-19,281,1123,2,3,2:3,2,11,Manchester City,Norwich City,Brian Kidd,Chris Hughton,Etihad Stadium,47054,Mark Halsey,https://www.transfermarkt.co.uk/manchester-city_norwich-city/index/spielbericht/2225747
2225742,GB1,domestic_league,2012,38. Matchday,2013-05-19,762,11,0,1,0:1,16,4,Newcastle United,Fc Arsenal,Alan Pardew,Arsène Wenger,St James' Park,52354,Howard Webb,https://www.transfermarkt.co.uk/newcastle-united_arsenal-fc/index/spielbericht/2225742
2225737,GB1,domestic_league,2012,38. Matchday,2013-05-19,984,985,5,5,5:5,8,1,West Bromwich Albion,Manchester United,Steve Clarke,Sir Alex Ferguson,The Hawthorns,23438,Michael Oliver,https://www.transfermarkt.co.uk/west-bromwich-albion_manchester-united/index/spielbericht/2225737
2225751,GB1,domestic_league,2012,37. Matchday,2013-05-14,1032,281,0,2,0:2,19,2,Fc Reading,Manchester City,Nigel Adkins,Brian Kidd,Select Car Leasing Stadium,22859,Martin Atkinson,https://www.transfermarkt.co.uk/reading-fc_manchester-city/index/spielbericht/2225751
2224186,FR1,domestic_league,2012,38. Matchday,2013-05-26,1423,1095,2,1,2:1,11,19,Fc Valenciennes,Es Troyes Ac,Daniel Sanchez,Jean-Marc Furlan,Stade du Hainaut,18837,Clément Turpin,https://www.transfermarkt.co.uk/valenciennes-fc_estac-troyes/index/spielbericht/2224186
2225759,GB1,domestic_league,2012,37. Matchday,2013-05-12,985,2288,2,1,2:1,1,9,Manchester United,Swansea City,Sir Alex Ferguson,Michael Laudrup,Old Trafford,75572,Jonathan Moss,https://www.transfermarkt.co.uk/manchester-united_swansea-city/index/spielbericht/2225759
2225799,GB1,domestic_league,2012,37. Matchday,2013-05-14,11,1071,4,1,4:1,4,18,Fc Arsenal,Wigan Athletic,Arsène Wenger,Roberto Martínez,Emirates Stadium,60068,Mike Dean,https://www.transfermarkt.co.uk/arsenal-fc_wigan-athletic/index/spielbericht/2225799
2225769,GB1,domestic_league,2012,37. Matchday,2013-05-12,931,31,1,3,1:3,15,7,Fc Fulham,Fc Liverpool,Martin Jol,Brendan Rodgers,Craven Cottage,25640,Mark Halsey,https://www.transfermarkt.co.uk/fulham-fc_liverpool-fc/index/spielbericht/2225769
2225766,GB1,domestic_league,2012,37. Matchday,2013-05-12,1123,984,4,0,4:0,12,8,Norwich City,West Bromwich Albion,Chris Hughton,Steve Clarke,Carrow Road,26837,Howard Webb,https://www.transfermarkt.co.uk/norwich-city_west-bromwich-albion/index/spielbericht/2225766
2225761,GB1,domestic_league,2012,37. Matchday,2013-05-12,289,180,1,1,1:1,17,14,Afc Sunderland,Fc Southampton,Paolo Di Canio,Mauricio Pochettino,Stadium of Light,41988,Mike Dean,https://www.transfermarkt.co.uk/sunderland-afc_southampton-fc/index/spielbericht/2225761
2225756,GB1,domestic_league,2012,37. Matchday,2013-05-12,512,148,1,2,1:2,11,5,Stoke City,Tottenham Hotspur,Tony Pulis,André Villas-Boas,bet365 Stadium,27531,Kevin Friend,https://www.transfermarkt.co.uk/stoke-city_tottenham-hotspur/index/spielbericht/2225756
2225803,GB1,domestic_league,2012,37. Matchday,2013-05-11,405,631,1,2,1:2,16,3,Aston Villa,Fc Chelsea,Paul Lambert,Rafael Benítez,Villa Park,42084,Lee Mason,https://www.transfermarkt.co.uk/aston-villa_chelsea-fc/index/spielbericht/2225803
2225743,GB1,domestic_league,2012,38. Matchday,2013-05-19,148,289,1,0,1:0,5,17,Tottenham Hotspur,Afc Sunderland,André Villas-Boas,Paolo Di Canio,White Hart Lane,36763,Andre Marriner,https://www.transfermarkt.co.uk/tottenham-hotspur_sunderland-afc/index/spielbericht/2225743
2225793,GB1,domestic_league,2012,36. Matchday,2013-05-06,289,512,1,1,1:1,15,11,Afc Sunderland,Stoke City,Paolo Di Canio,Tony Pulis,Stadium of Light,38130,Lee Mason,https://www.transfermarkt.co.uk/sunderland-afc_stoke-city/index/spielbericht/2225793
2225798,GB1,domestic_league,2012,36. Matchday,2013-05-05,985,631,0,1,0:1,1,3,Manchester United,Fc Chelsea,Sir Alex Ferguson,Rafael Benítez,Old Trafford,75500,Howard Webb,https://www.transfermarkt.co.uk/manchester-united_chelsea-fc/index/spielbericht/2225798
2225790,GB1,domestic_league,2012,36. Matchday,2013-05-05,31,29,0,0,0:0,7,6,Fc Liverpool,Fc Everton,Brendan Rodgers,David Moyes,Anfield,44991,Michael Oliver,https://www.transfermarkt.co.uk/liverpool-fc_everton-fc/index/spielbericht/2225790
2225796,GB1,domestic_league,2012,36. Matchday,2013-05-04,1039,11,0,1,0:1,20,4,Queens Park Rangers,Fc Arsenal,Harry Redknapp,Arsène Wenger,Loftus Road Stadium,18178,Jonathan Moss,https://www.transfermarkt.co.uk/queens-park-rangers_arsenal-fc/index/spielbericht/2225796
2225762,GB1,domestic_league,2012,38. Matchday,2013-05-19,631,29,2,1,2:1,3,6,Fc Chelsea,Fc Everton,Rafael Benítez,David Moyes,Stamford Bridge,41794,Anthony Taylor,https://www.transfermarkt.co.uk/chelsea-fc_everton-fc/index/spielbericht/2225762
2225768,GB1,domestic_league,2012,37. Matchday,2013-05-12,1039,762,1,2,1:2,20,13,Queens Park Rangers,Newcastle United,Harry Redknapp,Alan Pardew,Loftus Road Stadium,17278,Lee Probert,https://www.transfermarkt.co.uk/queens-park-rangers_newcastle-united/index/spielbericht/2225768
2225800,GB1,domestic_league,2012,36. Matchday,2013-05-04,148,180,1,0,1:0,5,14,Tottenham Hotspur,Fc Southampton,André Villas-Boas,Mauricio Pochettino,White Hart Lane,36190,Mark Clattenburg,https://www.transfermarkt.co.uk/tottenham-hotspur_southampton-fc/index/spielbericht/2225800
2225797,GB1,domestic_league,2012,36. Matchday,2013-05-04,379,762,0,0,0:0,10,17,West Ham United,Newcastle United,Sam Allardyce,Alan Pardew,Boleyn Ground,34962,Phil Dowd,https://www.transfermarkt.co.uk/west-ham-united_newcastle-united/index/spielbericht/2225797
2225758,GB1,domestic_league,2012,36. Matchday,2013-05-04,931,1032,2,4,2:4,12,19,Fc Fulham,Fc Reading,Martin Jol,Nigel Adkins,Craven Cottage,24087,Neil Swarbrick,https://www.transfermarkt.co.uk/fulham-fc_reading-fc/index/spielbericht/2225758
2225781,GB1,domestic_league,2012,35. Matchday,2013-04-29,405,289,6,1,6:1,16,15,Aston Villa,Afc Sunderland,Paul Lambert,Paolo Di Canio,Villa Park,37428,Lee Probert,https://www.transfermarkt.co.uk/aston-villa_sunderland-afc/index/spielbericht/2225781
2225784,GB1,domestic_league,2012,35. Matchday,2013-04-28,11,985,1,1,1:1,4,1,Fc Arsenal,Manchester United,Arsène Wenger,Sir Alex Ferguson,Emirates Stadium,60112,Phil Dowd,https://www.transfermarkt.co.uk/arsenal-fc_manchester-united/index/spielbericht/2225784
2225783,GB1,domestic_league,2012,35. Matchday,2013-04-28,631,2288,2,0,2:0,3,9,Fc Chelsea,Swansea City,Rafael Benítez,Michael Laudrup,Stamford Bridge,41780,Mark Clattenburg,https://www.transfermarkt.co.uk/chelsea-fc_swansea-city/index/spielbericht/2225783
2225786,GB1,domestic_league,2012,35. Matchday,2013-04-28,1032,1039,0,0,0:0,20,19,Fc Reading,Queens Park Rangers,Nigel Adkins,Harry Redknapp,Select Car Leasing Stadium,23388,Kevin Friend,https://www.transfermarkt.co.uk/reading-fc_queens-park-rangers/index/spielbericht/2225786
2225788,GB1,domestic_league,2012,35. Matchday,2013-04-27,762,31,0,6,0:6,17,7,Newcastle United,Fc Liverpool,Alan Pardew,Brendan Rodgers,St James' Park,52351,Andre Marriner,https://www.transfermarkt.co.uk/newcastle-united_liverpool-fc/index/spielbericht/2225788
2225792,GB1,domestic_league,2012,35. Matchday,2013-04-27,180,984,0,3,0:3,13,8,Fc Southampton,West Bromwich Albion,Mauricio Pochettino,Steve Clarke,St Mary's Stadium,31946,Bobby Madley,https://www.transfermarkt.co.uk/southampton-fc_west-bromwich-albion/index/spielbericht/2225792
2224182,FR1,domestic_league,2012,38. Matchday,2013-05-26,415,969,2,0,2:0,10,9,Fc Toulouse,Montpellier Hsc,Alain Casanova,René Girard,Stadium Municipal,12812,Mikael Lesage,https://www.transfermarkt.co.uk/fc-toulouse_montpellier-hsc/index/spielbericht/2224182
2225757,GB1,domestic_league,2012,36. Matchday,2013-05-04,1123,405,1,2,1:2,16,13,Norwich City,Aston Villa,Chris Hughton,Paul Lambert,Carrow Road,26842,Kevin Friend,https://www.transfermarkt.co.uk/norwich-city_aston-villa/index/spielbericht/2225757
2225791,GB1,domestic_league,2012,35. Matchday,2013-04-27,512,1123,1,0,1:0,12,14,Stoke City,Norwich City,Tony Pulis,Chris Hughton,bet365 Stadium,27488,Anthony Taylor,https://www.transfermarkt.co.uk/stoke-city_norwich-city/index/spielbericht/2225791
2225787,GB1,domestic_league,2012,35. Matchday,2013-04-27,281,379,2,1,2:1,2,10,Manchester City,West Ham United,Roberto Mancini,Sam Allardyce,Etihad Stadium,47189,Howard Webb,https://www.transfermarkt.co.uk/manchester-city_west-ham-united/index/spielbericht/2225787
2225789,GB1,domestic_league,2012,35. Matchday,2013-04-27,1071,148,2,2,2:2,18,5,Wigan Athletic,Tottenham Hotspur,Roberto Martínez,André Villas-Boas,DW Stadium,22326,Martin Atkinson,https://www.transfermarkt.co.uk/wigan-athletic_tottenham-hotspur/index/spielbericht/2225789
2225804,GB1,domestic_league,2012,37. Matchday,2013-05-12,29,379,2,0,2:0,6,10,Fc Everton,West Ham United,David Moyes,Sam Allardyce,Goodison Park,39475,Phil Dowd,https://www.transfermarkt.co.uk/everton-fc_west-ham-united/index/spielbericht/2225804
2225780,GB1,domestic_league,2012,34. Matchday,2013-04-21,148,281,3,1,3:1,5,2,Tottenham Hotspur,Manchester City,André Villas-Boas,Roberto Mancini,White Hart Lane,36121,Lee Mason,https://www.transfermarkt.co.uk/tottenham-hotspur_manchester-city/index/spielbericht/2225780
2225794,GB1,domestic_league,2012,36. Matchday,2013-05-04,984,1071,2,3,2:3,8,18,West Bromwich Albion,Wigan Athletic,Steve Clarke,Roberto Martínez,The Hawthorns,25756,Lee Probert,https://www.transfermarkt.co.uk/west-bromwich-albion_wigan-athletic/index/spielbericht/2225794
2225778,GB1,domestic_league,2012,34. Matchday,2013-04-20,1123,1032,2,1,2:1,13,20,Norwich City,Fc Reading,Chris Hughton,Nigel Adkins,Carrow Road,26460,Mike Dean,https://www.transfermarkt.co.uk/norwich-city_reading-fc/index/spielbericht/2225778
2224189,FR1,domestic_league,2012,38. Matchday,2013-05-26,1082,618,1,1,1:1,6,5,Losc Lille,As Saint Etienne,Rudi Garcia,Christophe Galtier,Decathlon Arena-Stade Pierre-Mauroy,45931,Ruddy Buquet,https://www.transfermarkt.co.uk/losc-lille_as-saint-etienne/index/spielbericht/2224189
2225775,GB1,domestic_league,2012,34. Matchday,2013-04-20,2288,180,0,0,0:0,8,12,Swansea City,Fc Southampton,Michael Laudrup,Mauricio Pochettino,Swansea.com Stadium,22561,Mark Halsey,https://www.transfermarkt.co.uk/swansea-city_southampton-fc/index/spielbericht/2225775
2225773,GB1,domestic_league,2012,34. Matchday,2013-04-20,984,762,1,1,1:1,9,16,West Bromwich Albion,Newcastle United,Steve Clarke,Alan Pardew,The Hawthorns,25671,Mike Jones,https://www.transfermarkt.co.uk/west-bromwich-albion_newcastle-united/index/spielbericht/2225773
2225771,GB1,domestic_league,2012,34. Matchday,2013-04-20,289,29,1,0,1:0,14,6,Afc Sunderland,Fc Everton,Paolo Di Canio,David Moyes,Stadium of Light,44614,Phil Dowd,https://www.transfermarkt.co.uk/sunderland-afc_everton-fc/index/spielbericht/2225771
2225785,GB1,domestic_league,2012,35. Matchday,2013-04-27,29,931,1,0,1:0,6,11,Fc Everton,Fc Fulham,David Moyes,Martin Jol,Goodison Park,34563,Jonathan Moss,https://www.transfermarkt.co.uk/everton-fc_fulham-fc/index/spielbericht/2225785
2225767,GB1,domestic_league,2012,34. Matchday,2013-04-20,931,11,0,1,0:1,11,4,Fc Fulham,Fc Arsenal,Martin Jol,Arsène Wenger,Craven Cottage,25700,Andre Marriner,https://www.transfermarkt.co.uk/fulham-fc_arsenal-fc/index/spielbericht/2225767
2225748,GB1,domestic_league,2012,33. Matchday,2013-05-08,631,148,2,2,2:2,3,5,Fc Chelsea,Tottenham Hotspur,Rafael Benítez,André Villas-Boas,Stamford Bridge,41581,Mike Dean,https://www.transfermarkt.co.uk/chelsea-fc_tottenham-hotspur/index/spielbericht/2225748
2225770,GB1,domestic_league,2012,33. Matchday,2013-05-07,1071,2288,2,3,2:3,18,8,Wigan Athletic,Swansea City,Roberto Martínez,Michael Laudrup,DW Stadium,18550,Kevin Friend,https://www.transfermarkt.co.uk/wigan-athletic_swansea-city/index/spielbericht/2225770
2225765,GB1,domestic_league,2012,33. Matchday,2013-04-14,512,985,0,2,0:2,16,1,Stoke City,Manchester United,Tony Pulis,Sir Alex Ferguson,bet365 Stadium,27191,Jonathan Moss,https://www.transfermarkt.co.uk/stoke-city_manchester-united/index/spielbericht/2225765
2225779,GB1,domestic_league,2012,34. Matchday,2013-04-22,985,405,3,0,3:0,1,17,Manchester United,Aston Villa,Sir Alex Ferguson,Paul Lambert,Old Trafford,75591,Anthony Taylor,https://www.transfermarkt.co.uk/manchester-united_aston-villa/index/spielbericht/2225779
2225753,GB1,domestic_league,2012,33. Matchday,2013-04-14,762,289,0,3,0:3,13,15,Newcastle United,Afc Sunderland,Alan Pardew,Paolo Di Canio,St James' Park,52355,Howard Webb,https://www.transfermarkt.co.uk/newcastle-united_sunderland-afc/index/spielbericht/2225753
2225777,GB1,domestic_league,2012,34. Matchday,2013-04-21,31,631,2,2,2:2,7,3,Fc Liverpool,Fc Chelsea,Brendan Rodgers,Rafael Benítez,Anfield,45009,Kevin Friend,https://www.transfermarkt.co.uk/liverpool-fc_chelsea-fc/index/spielbericht/2225777
2225795,GB1,domestic_league,2012,36. Matchday,2013-05-04,2288,281,0,0,0:0,9,2,Swansea City,Manchester City,Michael Laudrup,Roberto Mancini,Swansea.com Stadium,20242,Mike Jones,https://www.transfermarkt.co.uk/swansea-city_manchester-city/index/spielbericht/2225795
2225750,GB1,domestic_league,2012,33. Matchday,2013-04-13,29,1039,2,0,2:0,6,19,Fc Everton,Queens Park Rangers,David Moyes,Harry Redknapp,Goodison Park,34876,Lee Mason,https://www.transfermarkt.co.uk/everton-fc_queens-park-rangers/index/spielbericht/2225750
