game_id,competition_id,competition_type,season,round,date,club id,club goals,opposite club id,opposite_club_goals,result,difference_goals
2229332,DFL,other,2012,Final,8/12/12,27,2,16,1,win,1
2244388,SUC,other,2012,final 1st leg,8/22/12,131,3,418,2,win,1
2269557,CDR,domestic_cup,2012,4th round 2nd leg,11/28/12,3709,0,4032,0,tie,0
2254432,CDR,domestic_cup,2012,First Round Replay,8/30/12,21322,1,7077,0,win,1
2221759,DFB,domestic_cup,2012,First Round,8/20/12,109,0,27,4,loss,-4
2211607,NLSC,other,2012,Final,8/5/12,383,4,610,2,win,2
2244655,FRCH,other,2011,Final,7/28/12,969,4,1041,6,loss,-2
2224956,BE1,domestic_league,2012,30. Matchday,3/16/13,1411,1,1184,5,loss,-4
2250472,NL1,domestic_league,2012,34. Matchday,5/12/13,200,3,1304,0,win,3
2250473,NL1,domestic_league,2012,34. Matchday,5/12/13,467,1,235,2,loss,-1
2219794,BESC,other,2011,Final,7/22/12,58,3,498,2,win,1
2231667,L1,domestic_league,2012,34. Matchday,5/18/13,16,1,533,2,loss,-1
2231661,L1,domestic_league,2012,34. Matchday,5/18/13,42,3,38,0,win,3
2504433,NLP,domestic_cup,2012,First Round,8/22/12,7474,4,34455,1,win,3
2240524,NLP,domestic_cup,2012,First Round,8/22/12,2821,4,2848,2,win,2
2231660,L1,domestic_league,2012,34. Matchday,5/18/13,41,0,15,1,loss,-1
2258403,POCP,domestic_cup,2012,Group D,8/5/12,3348,0,7179,1,loss,-1
2231658,L1,domestic_league,2012,34. Matchday,5/18/13,60,1,33,2,loss,-1
2231662,L1,domestic_league,2012,34. Matchday,5/18/13,79,2,39,2,tie,0
2231654,L1,domestic_league,2012,34. Matchday,5/18/13,167,3,65,1,win,2
2258406,POCP,domestic_cup,2012,Group D,8/5/12,2423,3,3336,1,win,2
2231675,L1,domestic_league,2012,33. Matchday,5/11/13,82,3,16,3,tie,0
2240525,NLP,domestic_cup,2012,First Round,8/22/12,19934,4,16866,1,win,3
2231672,L1,domestic_league,2012,33. Matchday,5/11/13,15,3,42,1,win,2
2231653,L1,domestic_league,2012,34. Matchday,5/18/13,18,3,27,4,loss,-1
2231657,L1,domestic_league,2012,34. Matchday,5/18/13,24,2,82,2,tie,0
2224190,FR1,domestic_league,2012,38. Matchday,5/26/13,244,0,1421,0,tie,0
2224183,FR1,domestic_league,2012,38. Matchday,5/26/13,3911,1,1159,2,loss,-1
2224185,FR1,domestic_league,2012,38. Matchday,5/26/13,1041,2,273,0,win,2
2224178,FR1,domestic_league,2012,38. Matchday,5/26/13,1147,0,417,2,loss,-2
2224184,FR1,domestic_league,2012,38. Matchday,5/26/13,595,0,750,0,tie,0
2224176,FR1,domestic_league,2012,38. Matchday,5/26/13,1158,1,583,3,loss,-2
2224180,FR1,domestic_league,2012,37. Matchday,5/19/13,417,1,1041,1,tie,0
2231659,L1,domestic_league,2012,34. Matchday,5/18/13,4,3,86,2,win,1
2224117,FR1,domestic_league,2012,37. Matchday,5/18/13,750,1,415,2,loss,-1
2224116,FR1,domestic_league,2012,37. Matchday,5/18/13,14171,2,1423,0,win,2
2224113,FR1,domestic_league,2012,37. Matchday,5/18/13,618,2,244,0,win,2
2225776,GB1,domestic_league,2012,38. Matchday,5/19/13,1071,2,405,2,tie,0
2224115,FR1,domestic_league,2012,37. Matchday,5/18/13,1159,1,595,2,loss,-1
2225774,GB1,domestic_league,2012,38. Matchday,5/19/13,379,4,1032,2,win,2
2225760,GB1,domestic_league,2012,38. Matchday,5/19/13,31,1,1039,0,win,1
2224118,FR1,domestic_league,2012,37. Matchday,5/18/13,1095,1,40,0,win,1
2225752,GB1,domestic_league,2012,38. Matchday,5/19/13,180,1,512,1,tie,0
2225749,GB1,domestic_league,2012,38. Matchday,5/19/13,2288,0,931,3,loss,-3
2225747,GB1,domestic_league,2012,38. Matchday,5/19/13,281,2,1123,3,loss,-1
2225742,GB1,domestic_league,2012,38. Matchday,5/19/13,762,0,11,1,loss,-1
2225737,GB1,domestic_league,2012,38. Matchday,5/19/13,984,5,985,5,tie,0
2225751,GB1,domestic_league,2012,37. Matchday,5/14/13,1032,0,281,2,loss,-2
2224186,FR1,domestic_league,2012,38. Matchday,5/26/13,1423,2,1095,1,win,1
2225759,GB1,domestic_league,2012,37. Matchday,5/12/13,985,2,2288,1,win,1
2225799,GB1,domestic_league,2012,37. Matchday,5/14/13,11,4,1071,1,win,3
2225769,GB1,domestic_league,2012,37. Matchday,5/12/13,931,1,31,3,loss,-2
2225766,GB1,domestic_league,2012,37. Matchday,5/12/13,1123,4,984,0,win,4
2225761,GB1,domestic_league,2012,37. Matchday,5/12/13,289,1,180,1,tie,0
2225756,GB1,domestic_league,2012,37. Matchday,5/12/13,512,1,148,2,loss,-1
2225803,GB1,domestic_league,2012,37. Matchday,5/11/13,405,1,631,2,loss,-1
2225743,GB1,domestic_league,2012,38. Matchday,5/19/13,148,1,289,0,win,1
2225793,GB1,domestic_league,2012,36. Matchday,5/6/13,289,1,512,1,tie,0
2225798,GB1,domestic_league,2012,36. Matchday,5/5/13,985,0,631,1,loss,-1
2225790,GB1,domestic_league,2012,36. Matchday,5/5/13,31,0,29,0,tie,0
2225796,GB1,domestic_league,2012,36. Matchday,5/4/13,1039,0,11,1,loss,-1
2225762,GB1,domestic_league,2012,38. Matchday,5/19/13,631,2,29,1,win,1
2225768,GB1,domestic_league,2012,37. Matchday,5/12/13,1039,1,762,2,loss,-1
2225800,GB1,domestic_league,2012,36. Matchday,5/4/13,148,1,180,0,win,1
2225797,GB1,domestic_league,2012,36. Matchday,5/4/13,379,0,762,0,tie,0
2225758,GB1,domestic_league,2012,36. Matchday,5/4/13,931,2,1032,4,loss,-2
2225781,GB1,domestic_league,2012,35. Matchday,4/29/13,405,6,289,1,win,5
2225784,GB1,domestic_league,2012,35. Matchday,4/28/13,11,1,985,1,tie,0
2225783,GB1,domestic_league,2012,35. Matchday,4/28/13,631,2,2288,0,win,2
2225786,GB1,domestic_league,2012,35. Matchday,4/28/13,1032,0,1039,0,tie,0
2225788,GB1,domestic_league,2012,35. Matchday,4/27/13,762,0,31,6,loss,-6
2225792,GB1,domestic_league,2012,35. Matchday,4/27/13,180,0,984,3,loss,-3
2224182,FR1,domestic_league,2012,38. Matchday,5/26/13,415,2,969,0,win,2
2225757,GB1,domestic_league,2012,36. Matchday,5/4/13,1123,1,405,2,loss,-1
2225791,GB1,domestic_league,2012,35. Matchday,4/27/13,512,1,1123,0,win,1
2225787,GB1,domestic_league,2012,35. Matchday,4/27/13,281,2,379,1,win,1
2225789,GB1,domestic_league,2012,35. Matchday,4/27/13,1071,2,148,2,tie,0
2225804,GB1,domestic_league,2012,37. Matchday,5/12/13,29,2,379,0,win,2
2225780,GB1,domestic_league,2012,34. Matchday,4/21/13,148,3,281,1,win,2
2225794,GB1,domestic_league,2012,36. Matchday,5/4/13,984,2,1071,3,loss,-1
2225778,GB1,domestic_league,2012,34. Matchday,4/20/13,1123,2,1032,1,win,1
2224189,FR1,domestic_league,2012,38. Matchday,5/26/13,1082,1,618,1,tie,0
2225775,GB1,domestic_league,2012,34. Matchday,4/20/13,2288,0,180,0,tie,0
2225773,GB1,domestic_league,2012,34. Matchday,4/20/13,984,1,762,1,tie,0
2225771,GB1,domestic_league,2012,34. Matchday,4/20/13,289,1,29,0,win,1
2225785,GB1,domestic_league,2012,35. Matchday,4/27/13,29,1,931,0,win,1
2225767,GB1,domestic_league,2012,34. Matchday,4/20/13,931,0,11,1,loss,-1
2225748,GB1,domestic_league,2012,33. Matchday,5/8/13,631,2,148,2,tie,0
2225770,GB1,domestic_league,2012,33. Matchday,5/7/13,1071,2,2288,3,loss,-1
2225765,GB1,domestic_league,2012,33. Matchday,4/14/13,512,0,985,2,loss,-2
2225779,GB1,domestic_league,2012,34. Matchday,4/22/13,985,3,405,0,win,3
2225753,GB1,domestic_league,2012,33. Matchday,4/14/13,762,0,289,3,loss,-3
2225777,GB1,domestic_league,2012,34. Matchday,4/21/13,31,2,631,2,tie,0
2225795,GB1,domestic_league,2012,36. Matchday,5/4/13,2288,0,281,0,tie,0
2225750,GB1,domestic_league,2012,33. Matchday,4/13/13,29,2,1039,0,win,2
2225755,GB1,domestic_league,2012,33. Matchday,5/7/13,281,1,984,0,win,1
2225745,GB1,domestic_league,2012,33. Matchday,4/13/13,405,1,931,1,tie,0
2225802,GB1,domestic_league,2012,32. Matchday,4/7/13,1039,1,1071,1,tie,0
2225806,GB1,domestic_league,2012,32. Matchday,4/7/13,762,1,931,0,win,1
2225805,GB1,domestic_league,2012,32. Matchday,4/7/13,631,2,289,1,win,1
2225807,GB1,domestic_league,2012,32. Matchday,4/8/13,985,1,281,2,loss,-1
2225772,GB1,domestic_league,2012,34. Matchday,4/20/13,1039,0,512,2,loss,-2
2225746,GB1,domestic_league,2012,32. Matchday,4/7/13,148,2,29,2,tie,0
2225808,GB1,domestic_league,2012,32. Matchday,4/7/13,31,0,379,0,tie,0
2225764,GB1,domestic_league,2012,32. Matchday,4/6/13,1123,2,2288,2,tie,0
2225740,GB1,domestic_league,2012,32. Matchday,4/6/13,512,1,405,3,loss,-2
2225782,GB1,domestic_league,2012,34. Matchday,4/20/13,379,2,1071,0,win,2
2225719,GB1,domestic_league,2012,31. Matchday,4/1/13,931,3,1039,2,win,1
2225801,GB1,domestic_league,2012,32. Matchday,4/6/13,1032,0,180,2,loss,-2
2225744,GB1,domestic_league,2012,33. Matchday,4/13/13,11,3,1123,1,win,2
2225727,GB1,domestic_league,2012,31. Matchday,3/31/13,405,1,31,2,loss,-1
2225722,GB1,domestic_league,2012,31. Matchday,3/30/13,29,1,512,0,win,1
2225721,GB1,domestic_league,2012,31. Matchday,3/30/13,11,4,1032,1,win,3
2225715,GB1,domestic_league,2012,31. Matchday,3/30/13,2288,1,148,2,loss,-1
2225709,GB1,domestic_league,2012,31. Matchday,3/30/13,281,4,762,0,win,4
2225716,GB1,domestic_league,2012,31. Matchday,3/30/13,289,0,985,1,loss,-1
2225717,GB1,domestic_league,2012,31. Matchday,3/30/13,180,2,631,1,win,1
2225763,GB1,domestic_league,2012,33. Matchday,4/13/13,180,1,379,1,tie,0
2225700,GB1,domestic_league,2012,30. Matchday,3/17/13,148,0,931,1,loss,-1
2225698,GB1,domestic_league,2012,30. Matchday,3/17/13,289,1,1123,1,tie,0
2225714,GB1,domestic_league,2012,30. Matchday,3/17/13,631,2,379,0,win,2
2225738,GB1,domestic_league,2012,31. Matchday,3/30/13,1071,1,1123,0,win,1
2225701,GB1,domestic_league,2012,30. Matchday,3/16/13,512,0,984,0,tie,0
2225754,GB1,domestic_league,2012,33. Matchday,4/13/13,1032,0,31,0,tie,0
2225699,GB1,domestic_league,2012,30. Matchday,3/16/13,180,3,31,1,win,2
2225695,GB1,domestic_league,2012,30. Matchday,3/16/13,2288,0,11,2,loss,-2
2225704,GB1,domestic_league,2012,30. Matchday,3/16/13,29,2,281,0,win,2
2225741,GB1,domestic_league,2012,32. Matchday,4/6/13,984,1,11,2,loss,-1
2225735,GB1,domestic_league,2012,29. Matchday,4/17/13,281,1,1071,0,win,1
2225703,GB1,domestic_league,2012,29. Matchday,4/17/13,379,2,985,2,tie,0
2225706,GB1,domestic_league,2012,30. Matchday,3/16/13,985,1,1032,0,win,1
2225708,GB1,domestic_league,2012,30. Matchday,3/16/13,405,3,1039,2,win,1
2225733,GB1,domestic_league,2012,29. Matchday,3/10/13,762,2,512,1,win,1
2225732,GB1,domestic_league,2012,29. Matchday,3/10/13,31,3,148,2,win,1
2225734,GB1,domestic_league,2012,29. Matchday,3/9/13,1032,1,405,2,loss,-1
2225730,GB1,domestic_league,2012,29. Matchday,3/9/13,1039,3,289,1,win,2
2225739,GB1,domestic_league,2012,31. Matchday,3/30/13,379,3,984,1,win,2
2225705,GB1,domestic_league,2012,28. Matchday,3/4/13,405,0,281,1,loss,-1
2224177,FR1,domestic_league,2012,38. Matchday,5/26/13,40,2,14171,1,win,1
2225718,GB1,domestic_league,2012,28. Matchday,3/2/13,1071,0,31,4,loss,-4
2225728,GB1,domestic_league,2012,28. Matchday,3/2/13,180,1,1039,2,loss,-1
2225726,GB1,domestic_league,2012,28. Matchday,3/2/13,289,2,931,2,tie,0
2225724,GB1,domestic_league,2012,28. Matchday,3/2/13,512,0,379,1,loss,-1
2225736,GB1,domestic_league,2012,29. Matchday,4/17/13,931,0,631,3,loss,-3
2225720,GB1,domestic_league,2012,29. Matchday,4/16/13,11,0,29,0,tie,0
2225712,GB1,domestic_league,2012,28. Matchday,3/2/13,2288,1,762,0,win,1
2225723,GB1,domestic_league,2012,30. Matchday,3/17/13,1071,2,762,1,win,1
2225707,GB1,domestic_league,2012,28. Matchday,3/2/13,631,1,984,0,win,1
2250166,GB1,domestic_league,2012,27. Matchday,2/24/13,762,4,180,2,win,2
2250167,GB1,domestic_league,2012,27. Matchday,2/23/13,1123,2,29,1,win,1
2250162,GB1,domestic_league,2012,27. Matchday,2/23/13,11,2,405,1,win,1
2225711,GB1,domestic_league,2012,27. Matchday,2/23/13,1039,0,985,2,loss,-2
2225697,GB1,domestic_league,2012,27. Matchday,2/23/13,984,2,289,1,win,1
2225696,GB1,domestic_league,2012,27. Matchday,2/23/13,1032,0,1071,3,loss,-3
2250163,GB1,domestic_league,2012,27. Matchday,2/23/13,931,1,512,0,win,1
2225725,GB1,domestic_league,2012,28. Matchday,3/2/13,985,4,1123,0,win,4
2225713,GB1,domestic_league,2012,28. Matchday,3/3/13,148,2,11,1,win,1
2250154,GB1,domestic_league,2012,26. Matchday,2/11/13,31,0,984,2,loss,-2
2250165,GB1,domestic_league,2012,27. Matchday,2/24/13,281,2,631,0,win,2
2250152,GB1,domestic_league,2012,26. Matchday,2/10/13,405,2,379,1,win,1
2225729,GB1,domestic_league,2012,29. Matchday,3/9/13,1123,0,180,0,tie,0
2250157,GB1,domestic_league,2012,26. Matchday,2/9/13,180,3,281,1,win,2
2250159,GB1,domestic_league,2012,26. Matchday,2/9/13,289,0,11,1,loss,-1
2250158,GB1,domestic_league,2012,26. Matchday,2/9/13,512,2,1032,1,win,1
2225710,GB1,domestic_league,2012,28. Matchday,3/2/13,29,3,1032,1,win,2
2250156,GB1,domestic_league,2012,26. Matchday,2/9/13,1123,0,931,0,tie,0
2250153,GB1,domestic_league,2012,26. Matchday,2/9/13,631,4,1071,1,win,3
2250149,GB1,domestic_league,2012,25. Matchday,2/3/13,984,0,148,1,loss,-1
2250144,GB1,domestic_league,2012,25. Matchday,2/2/13,931,0,985,1,loss,-1
2250155,GB1,domestic_league,2012,26. Matchday,2/10/13,985,2,29,0,win,2
2250151,GB1,domestic_league,2012,25. Matchday,2/2/13,1071,2,180,2,tie,0
2250150,GB1,domestic_league,2012,25. Matchday,2/2/13,379,1,2288,0,win,1
2250160,GB1,domestic_league,2012,26. Matchday,2/9/13,2288,4,1039,1,win,3
2250146,GB1,domestic_league,2012,25. Matchday,2/2/13,762,3,631,2,win,1
2250143,GB1,domestic_league,2012,25. Matchday,2/2/13,29,3,405,3,tie,0
2250142,GB1,domestic_league,2012,25. Matchday,2/2/13,11,1,512,0,win,1
2225702,GB1,domestic_league,2012,27. Matchday,2/25/13,379,2,148,3,loss,-1
2250164,GB1,domestic_league,2012,27. Matchday,2/17/13,31,5,2288,0,win,5
2225731,GB1,domestic_league,2012,29. Matchday,3/9/13,984,2,2288,1,win,1
2258998,GB1,domestic_league,2012,24. Matchday,1/30/13,1032,2,631,2,tie,0
2259003,GB1,domestic_league,2012,24. Matchday,1/30/13,29,2,984,1,win,1
2258996,GB1,domestic_league,2012,24. Matchday,1/30/13,985,2,180,1,win,1
2259004,GB1,domestic_league,2012,24. Matchday,1/30/13,931,3,379,1,win,2
2259001,GB1,domestic_league,2012,24. Matchday,1/29/13,1039,0,281,0,tie,0
2258997,GB1,domestic_league,2012,24. Matchday,1/30/13,1123,1,148,1,tie,0
2258999,GB1,domestic_league,2012,24. Matchday,1/29/13,512,2,1071,2,tie,0
2258990,GB1,domestic_league,2012,23. Matchday,1/21/13,180,0,29,0,tie,0
2250148,GB1,domestic_league,2012,25. Matchday,2/2/13,1032,2,289,1,win,1
2258992,GB1,domestic_league,2012,23. Matchday,1/20/13,148,1,985,1,tie,0
2258986,GB1,domestic_league,2012,23. Matchday,1/20/13,631,2,11,1,win,1
2259000,GB1,domestic_league,2012,24. Matchday,1/29/13,289,0,2288,0,tie,0
2258995,GB1,domestic_league,2012,23. Matchday,1/19/13,1071,2,289,3,loss,-1
2258991,GB1,domestic_league,2012,23. Matchday,1/19/13,2288,3,512,1,win,2
2258989,GB1,domestic_league,2012,23. Matchday,1/19/13,762,1,1032,2,loss,-1
2250145,GB1,domestic_league,2012,25. Matchday,2/3/13,281,2,31,2,tie,0
2258988,GB1,domestic_league,2012,23. Matchday,1/19/13,281,2,931,0,win,2
2258987,GB1,domestic_league,2012,23. Matchday,1/19/13,31,5,1123,0,win,5
2258976,GB1,domestic_league,2012,22. Matchday,1/13/13,11,0,281,2,loss,-2
2258980,GB1,domestic_league,2012,22. Matchday,1/13/13,985,2,31,1,win,1
2258985,GB1,domestic_league,2012,22. Matchday,1/12/13,289,3,379,0,win,3
2258983,GB1,domestic_league,2012,22. Matchday,1/12/13,1032,3,984,2,win,1
2250161,GB1,domestic_league,2012,26. Matchday,2/9/13,148,2,762,1,win,1
2258979,GB1,domestic_league,2012,22. Matchday,1/12/13,931,1,1071,1,tie,0
2250147,GB1,domestic_league,2012,25. Matchday,2/2/13,1039,0,1123,0,tie,0
2258981,GB1,domestic_league,2012,22. Matchday,1/12/13,1123,0,762,0,tie,0
2258977,GB1,domestic_league,2012,22. Matchday,1/12/13,405,0,180,1,loss,-1
2258978,GB1,domestic_league,2012,22. Matchday,1/12/13,29,0,2288,0,tie,0
2258982,GB1,domestic_league,2012,22. Matchday,1/12/13,1039,0,148,0,tie,0
2258967,GB1,domestic_league,2012,21. Matchday,1/2/13,31,3,289,0,win,3
2258970,GB1,domestic_league,2012,21. Matchday,1/1/13,180,1,11,1,tie,0
2258975,GB1,domestic_league,2012,21. Matchday,1/1/13,1071,0,985,4,loss,-4
2258994,GB1,domestic_league,2012,23. Matchday,1/19/13,379,1,1039,1,tie,0
2258974,GB1,domestic_league,2012,21. Matchday,1/1/13,379,2,1123,1,win,1
2259005,GB1,domestic_league,2012,24. Matchday,1/30/13,11,2,31,2,tie,0
2258966,GB1,domestic_league,2012,21. Matchday,1/2/13,631,0,1039,1,loss,-1
2258993,GB1,domestic_league,2012,23. Matchday,1/19/13,984,2,405,2,tie,0
2258973,GB1,domestic_league,2012,21. Matchday,1/1/13,984,1,931,2,loss,-1
2258962,GB1,domestic_league,2012,20. Matchday,12/30/12,1039,0,31,3,loss,-3
2258958,GB1,domestic_league,2012,20. Matchday,12/30/12,29,1,631,2,loss,-1
2258956,GB1,domestic_league,2012,20. Matchday,12/29/12,11,7,762,3,win,4
2258964,GB1,domestic_league,2012,20. Matchday,12/29/12,512,3,180,3,tie,0
2258969,GB1,domestic_league,2012,21. Matchday,1/2/13,762,1,29,2,loss,-1
2259002,GB1,domestic_league,2012,24. Matchday,1/29/13,405,1,762,2,loss,-1
2258968,GB1,domestic_league,2012,21. Matchday,1/1/13,281,3,512,0,win,3
2258957,GB1,domestic_league,2012,20. Matchday,12/29/12,405,0,1071,3,loss,-3
2258960,GB1,domestic_league,2012,20. Matchday,12/29/12,985,2,984,0,win,2
2258965,GB1,domestic_league,2012,20. Matchday,12/29/12,289,1,148,2,loss,-1
2258946,GB1,domestic_league,2012,19. Matchday,1/23/13,11,5,379,1,win,4
2258954,GB1,domestic_league,2012,19. Matchday,12/26/12,512,3,31,1,win,2
2258955,GB1,domestic_league,2012,19. Matchday,12/26/12,289,1,281,0,win,1
2258961,GB1,domestic_league,2012,20. Matchday,12/29/12,1123,3,281,4,loss,-1
2258953,GB1,domestic_league,2012,19. Matchday,12/26/12,1032,0,2288,0,tie,0
2258952,GB1,domestic_league,2012,19. Matchday,12/26/12,1039,1,984,2,loss,-1
2258951,GB1,domestic_league,2012,19. Matchday,12/26/12,1123,0,631,1,loss,-1
2258950,GB1,domestic_league,2012,19. Matchday,12/26/12,985,4,762,3,win,1
2258948,GB1,domestic_league,2012,19. Matchday,12/26/12,29,2,1071,1,win,1
2258936,GB1,domestic_league,2012,18. Matchday,12/23/12,631,8,405,0,win,8
2258949,GB1,domestic_league,2012,19. Matchday,12/26/12,931,1,180,1,tie,0
2258947,GB1,domestic_league,2012,19. Matchday,12/26/12,405,0,148,4,loss,-4
2258941,GB1,domestic_league,2012,18. Matchday,12/23/12,2288,1,985,1,tie,0
2258984,GB1,domestic_league,2012,22. Matchday,1/12/13,512,0,631,4,loss,-4
2258959,GB1,domestic_league,2012,20. Matchday,12/29/12,931,1,2288,2,loss,-1
2258939,GB1,domestic_league,2012,18. Matchday,12/22/12,762,1,1039,0,win,1
2258940,GB1,domestic_league,2012,18. Matchday,12/22/12,180,0,289,1,loss,-1
2258937,GB1,domestic_league,2012,18. Matchday,12/22/12,31,4,931,0,win,4
2258943,GB1,domestic_league,2012,18. Matchday,12/22/12,984,2,1123,1,win,1
2258971,GB1,domestic_league,2012,21. Matchday,1/1/13,2288,2,405,2,tie,0
2258938,GB1,domestic_league,2012,18. Matchday,12/22/12,281,1,1032,0,win,1
2258972,GB1,domestic_league,2012,21. Matchday,1/1/13,148,3,1032,1,win,2
2258935,GB1,domestic_league,2012,17. Matchday,12/16/12,984,0,379,0,tie,0
2258944,GB1,domestic_league,2012,18. Matchday,12/22/12,379,1,29,2,loss,-1
2258933,GB1,domestic_league,2012,17. Matchday,12/15/12,512,1,29,1,tie,0
2258930,GB1,domestic_league,2012,17. Matchday,12/15/12,1123,2,1071,1,win,1
2258928,GB1,domestic_league,2012,17. Matchday,12/15/12,985,3,289,1,win,2
2258927,GB1,domestic_league,2012,17. Matchday,12/15/12,31,1,405,3,loss,-2
2258929,GB1,domestic_league,2012,17. Matchday,12/15/12,762,1,281,3,loss,-2
2258918,GB1,domestic_league,2012,16. Matchday,12/10/12,931,2,762,1,win,1
2258945,GB1,domestic_league,2012,18. Matchday,12/22/12,1071,0,11,1,loss,-1
2258926,GB1,domestic_league,2012,17. Matchday,1/16/13,631,2,180,2,tie,0
2258923,GB1,domestic_league,2012,16. Matchday,12/9/12,379,2,31,3,loss,-1
2258924,GB1,domestic_league,2012,16. Matchday,12/8/12,1071,2,1039,2,tie,0
2258925,GB1,domestic_league,2012,16. Matchday,12/9/12,29,2,148,1,win,1
2258922,GB1,domestic_league,2012,16. Matchday,12/8/12,2288,3,1123,4,loss,-1
2258931,GB1,domestic_league,2012,17. Matchday,12/15/12,1039,2,931,1,win,1
2258920,GB1,domestic_league,2012,16. Matchday,12/8/12,180,1,1032,0,win,1
2258917,GB1,domestic_league,2012,16. Matchday,12/8/12,405,0,512,0,tie,0
2258916,GB1,domestic_league,2012,16. Matchday,12/8/12,11,2,984,0,win,2
2258942,GB1,domestic_league,2012,18. Matchday,12/22/12,148,0,512,0,tie,0
2250049,GB1,domestic_league,2012,15. Matchday,12/2/12,1123,2,289,1,win,1
2250052,GB1,domestic_league,2012,15. Matchday,12/1/12,984,0,512,1,loss,-1
2250050,GB1,domestic_league,2012,15. Matchday,12/1/12,1039,1,405,1,tie,0
2258921,GB1,domestic_league,2012,16. Matchday,12/8/12,289,1,631,3,loss,-2
2250046,GB1,domestic_league,2012,15. Matchday,12/1/12,31,1,180,0,win,1
2258919,GB1,domestic_league,2012,16. Matchday,12/9/12,281,2,985,3,loss,-1
2250048,GB1,domestic_league,2012,15. Matchday,12/3/12,762,3,1071,0,win,3
2250051,GB1,domestic_league,2012,15. Matchday,12/1/12,1032,3,985,4,loss,-1
2250044,GB1,domestic_league,2012,15. Matchday,12/1/12,11,0,2288,2,loss,-2
2250053,GB1,domestic_league,2012,15. Matchday,12/1/12,379,3,631,1,win,2
2225560,GB1,domestic_league,2012,14. Matchday,11/28/12,985,1,379,0,win,1
2250045,GB1,domestic_league,2012,15. Matchday,12/1/12,931,0,148,3,loss,-3
2258932,GB1,domestic_league,2012,17. Matchday,12/17/12,1032,2,11,5,loss,-3
2225570,GB1,domestic_league,2012,14. Matchday,11/28/12,148,2,31,1,win,1
2250047,GB1,domestic_league,2012,15. Matchday,12/1/12,281,1,29,1,tie,0
2225565,GB1,domestic_league,2012,14. Matchday,11/28/12,512,2,762,1,win,1
2225559,GB1,domestic_league,2012,14. Matchday,11/28/12,180,1,1123,1,tie,0
2250042,GB1,domestic_league,2012,14. Matchday,11/28/12,631,0,931,0,tie,0
2250043,GB1,domestic_league,2012,14. Matchday,11/28/12,29,1,11,1,tie,0
2225564,GB1,domestic_league,2012,13. Matchday,11/25/12,148,3,379,1,win,2
2225566,GB1,domestic_league,2012,14. Matchday,11/27/12,289,0,1039,0,tie,0
2225551,GB1,domestic_league,2012,13. Matchday,11/25/12,180,2,762,0,win,2
2258934,GB1,domestic_league,2012,17. Matchday,12/16/12,148,1,2288,0,win,1
2225563,GB1,domestic_league,2012,13. Matchday,11/25/12,2288,0,31,0,tie,0
2225561,GB1,domestic_league,2012,13. Matchday,11/24/12,512,1,931,0,win,1
2225569,GB1,domestic_league,2012,14. Matchday,11/28/12,2288,3,984,1,win,2
2258963,GB1,domestic_league,2012,20. Matchday,12/29/12,1032,1,379,0,win,1
2225549,GB1,domestic_league,2012,13. Matchday,11/24/12,29,1,1123,1,tie,0
2225558,GB1,domestic_league,2012,12. Matchday,11/19/12,379,1,512,1,tie,0
2225547,GB1,domestic_league,2012,12. Matchday,11/18/12,931,1,289,3,loss,-2
2225557,GB1,domestic_league,2012,13. Matchday,11/24/12,1071,3,1032,2,win,1
2225571,GB1,domestic_league,2012,14. Matchday,11/28/12,1071,0,281,2,loss,-2
2225554,GB1,domestic_league,2012,12. Matchday,11/17/12,984,2,631,1,win,1
2225556,GB1,domestic_league,2012,13. Matchday,11/24/12,405,0,11,0,tie,0
2225548,GB1,domestic_league,2012,12. Matchday,11/17/12,31,3,1071,0,win,3
2225553,GB1,domestic_league,2012,12. Matchday,11/17/12,1032,2,29,1,win,1
2225544,GB1,domestic_league,2012,12. Matchday,11/17/12,281,5,405,0,win,5
2225550,GB1,domestic_league,2012,13. Matchday,11/25/12,631,0,281,0,tie,0
2225546,GB1,domestic_league,2012,12. Matchday,11/17/12,1123,1,985,0,win,1
2225552,GB1,domestic_league,2012,13. Matchday,11/24/12,985,3,1039,1,win,2
2225528,GB1,domestic_league,2012,11. Matchday,11/11/12,762,0,379,1,loss,-1
2225529,GB1,domestic_league,2012,11. Matchday,11/11/12,281,2,148,1,win,1
2225542,GB1,domestic_league,2012,11. Matchday,11/10/12,1071,1,984,2,loss,-1
2225537,GB1,domestic_league,2012,11. Matchday,11/10/12,11,3,931,3,tie,0
2225545,GB1,domestic_league,2012,12. Matchday,11/17/12,1039,1,180,3,loss,-2
2225524,GB1,domestic_league,2012,11. Matchday,11/11/12,631,1,31,1,tie,0
2225531,GB1,domestic_league,2012,11. Matchday,11/10/12,180,1,2288,1,tie,0
2225530,GB1,domestic_league,2012,11. Matchday,11/10/12,1032,0,1123,0,tie,0
2225527,GB1,domestic_league,2012,11. Matchday,11/10/12,29,2,289,1,win,1
2225513,GB1,domestic_league,2012,10. Matchday,11/4/12,31,1,762,1,tie,0
2225533,GB1,domestic_league,2012,10. Matchday,11/4/12,1039,1,1032,1,tie,0
2225541,GB1,domestic_league,2012,12. Matchday,11/17/12,11,5,148,2,win,3
2225543,GB1,domestic_league,2012,12. Matchday,11/17/12,762,1,2288,2,loss,-1
2225539,GB1,domestic_league,2012,10. Matchday,11/3/12,148,0,1071,1,loss,-1
