club_id,game_id,own_goals,own_position,own_manager_name,opponent_id,opponent_goals,opponent_position,opponent_manager_name,hosting,is_win
23371,3872558,0,-1,Karel Voolaid,53453,0,-1,Vardan Bichakhchyan,Away,0
327,3838463,2,-1,Nenad Bjelica,22995,1,-1,Ali Aliev,Away,1
6170,3872592,0,-1,Mikkjal Thomassen,3070,0,-1,Milija Savovic,Away,0
4529,3872565,2,-1,Adrian Gula,24832,0,-1,Jóhan Poulsen,Away,1
2784,3838455,0,-1,Sofronios Avgousti,2531,0,-1,Azrudin Valentic,Away,0
28082,3872582,4,-1,Ilir Daja,24349,0,-1,Oscar Lasagni,Away,1
6808,3872594,1,-1,Sergej Jakirovic,2049,0,-1,Orges Shehi,Away,1
28633,3836655,1,-1,Juan Velasco,3737,4,-1,Óskar Hrafn Thorvaldsson,Away,0
5771,3872593,2,-1,Ivan Stojkovic,10604,3,-1,Andrea Pisanu,Away,0
1167,3836663,2,-1,,11912,2,-1,,Away,0
26,3872599,1,-1,Alex Frei,21532,1,-1,Stephen Baxter,Away,0
30613,3838461,1,-1,László Török,10482,0,-1,Kirill Keker,Away,1
272,3862470,2,-1,Bartosz Grzelak,2740,3,-1,Viktor Skrypnyk,Away,0
1063,3838464,1,-1,Jacob Friis,8047,0,-1,Miguel Moreira,Away,1
22995,3838493,2,-1,Ali Aliev,327,0,-1,Nenad Bjelica,Away,1
3737,3872597,1,-1,Óskar Hrafn Thorvaldsson,4391,2,-1,Mileta Radulovic,Away,0
1096,3872613,2,-1,Mark van Bommel,33741,0,-1,Ardijan Nuhiji,Away,1
987,3872598,0,-1,Graham Alexander,8780,2,-1,John Russell,Away,0
46643,3872600,4,-1,Ivan Tabanov,22140,1,-1,Shpetim Duro,Away,1
1189,3872617,6,-1,Tim Clancy,4059,5,-1,Damir Contala,Away,1
43162,3872619,0,-1,Tamaz Pertia,452,3,-1,Raphael Wicky,Away,0
62,3872563,4,-1,Jindrich Trpisovsky,38208,0,-1,Abraham Paz,Away,1
24832,3872610,0,-1,Jóhan Poulsen,4529,2,-1,Adrian Gula,Away,0
452,3872559,1,-1,Raphael Wicky,43162,0,-1,Tamaz Pertia,Away,1
2049,3872604,2,-1,Orges Shehi,6808,3,-1,Sergej Jakirovic,Away,0
1090,3872421,4,-1,Pascal Jansen,43532,0,-1,Dragan Jovic,Away,1
713,3838492,0,-1,Aleksandr Mikhailov,2293,2,-1,Ilhan Palut,Away,0
2420,3838498,0,-1,Moreno,37169,0,-1,Zsolt Hornyák,Away,0
324,3872609,0,-1,Jens Gustafsson,206,4,-1,Niels Frederiksen,Away,0
46710,3838489,0,-1,Rashad Sadyqov,119,0,-1,Vladimir Ivic,Away,0
41133,3872621,2,-1,Lasha Nozadze,301,4,-1,Nicolae Dica,Away,0
156,3838497,1,-1,Stanimir Stoilov,1091,1,-1,Razvan Lucescu,Away,0
8671,3838490,0,-1,Mirel Josa,40812,3,-1,László Balint,Away,0
365,3872615,2,-1,Michal Gasparik,31130,1,-1,Chris Hughes,Away,1
32768,3872623,6,-1,Darren Abdilla,7567,4,-1,Tomislav Sivic,Away,1
144,3838499,0,-1,Fausto Budicin,1044,2,-1,Kim Bergstrand,Away,0
7087,3872608,1,-1,Peter Struhar,48325,2,-1,Sandro Perkovic,Away,0
433,3838496,1,-1,Zoran Zeljkovic,163,1,-1,Alessandro Mangiarratti,Away,0
38208,3872616,0,-1,Abraham Paz,62,7,-1,Jindrich Trpisovsky,Away,0
54585,3872618,4,-1,Cristiano Bergodi,4772,4,-1,Albert Riera,Away,0
8047,3838494,0,-1,Miguel Moreira,1063,1,-1,Jacob Friis,Away,0
238,3872603,1,-1,John van den Brom,11344,1,-1,Gia Geguchadze,Away,0
10604,3872605,1,-1,Andrea Pisanu,5771,1,-1,Ivan Stojkovic,Away,0
8397,3838500,0,-1,Muharem Bajrami,208,4,-1,Sasa Ilic,Away,0
2531,3838485,0,-1,Azrudin Valentic,2784,2,-1,Sofronios Avgousti,Away,0
23777,3872626,2,-1,Joaquin Gomez,353,5,-1,Geir Bakke,Away,0
197,3838502,1,-1,Brian Priske,239,2,-1,Morten Jensen,Away,0
13467,3862473,0,-1,Mamadou Bah,6621,4,-1,Dusan Kerkez,Away,0
5084,3872612,1,-1,Jurgis Kalns,1167,3,-1,Artim Sakiri,Away,0
6890,3838487,1,-1,Emre Belözoglu,5223,0,-1,Benyamin Lamm,Away,1
53453,3872625,3,-1,Vardan Bichakhchyan,23371,5,-1,Karel Voolaid,Away,0
11107,3838486,1,-1,Michael Boris,22010,2,-1,Elmar Bakhshiyev,Away,0
6251,3872611,4,-1,Simo Valakari,30686,1,-1,Serghei Dubrovin,Away,1
170,3872620,2,-1,Ferdinand Feldhofer,4000,1,-1,Tomasz Kaczmarek,Away,1
3070,3872606,0,-1,Milija Savovic,6170,1,-1,Mikkjal Thomassen,Away,0
10482,3838491,0,-1,Kirill Keker,30613,1,-1,László Török,Away,0
687,3838495,2,-1,Erling Moe,1101,1,-1,Jimmy Thelin,Away,1
2740,3838470,0,-1,Viktor Skrypnyk,272,2,-1,Bartosz Grzelak,Away,0
9644,3838501,1,-1,Marek Papszun,22220,0,-1,Srdjan Blagojevic,Away,1
24349,3872614,0,-1,Oscar Lasagni,28082,6,-1,Ilir Daja,Away,0
5849,3872607,0,-1,Arnar Gunnlaugsson,10734,0,-1,Anthony Limbrick,Away,0
10481,3872601,1,-1,Milan Milanovic,38204,0,-1,Raúl Castillo,Away,1
1090,3889668,0,-1,Pascal Jansen,1519,1,-1,Jack Ross,Away,0
2420,3889745,1,-1,Moreno,447,3,-1,Valdas Dambrauskas,Away,0
46643,3889656,0,-1,Ivan Tabanov,11107,5,-1,Michael Boris,Away,0
628,3872622,0,-1,Amar Osim,17149,1,-1,Branko Nisevic,Away,0
238,3889617,0,-1,John van den Brom,5849,1,-1,Arnar Gunnlaugsson,Away,0
6890,3889667,3,-1,Emre Belözoglu,3737,1,-1,Óskar Hrafn Thorvaldsson,Away,1
10532,3872627,0,-1,Dan Brimsvík,10617,0,-1,Andy Selva,Away,0
26,3889743,0,-1,Alex Frei,206,1,-1,Niels Frederiksen,Away,0
317,3889655,3,-1,Ron Jans,6621,1,-1,Dusan Kerkez,Away,1
2293,3889746,1,-1,Ilhan Palut,163,1,-1,Alessandro Mangiarratti,Away,0
8780,3889662,1,-1,John Russell,239,5,-1,Morten Jensen,Away,0
2976,3889654,2,-1,Elyaniv Barda,2790,0,-1,Mattia Croci-Torti,Away,1
6170,3889216,2,-1,Mikkjal Thomassen,28082,3,-1,Ilir Daja,Away,0
1096,3889661,3,-1,Mark van Bommel,353,1,-1,Geir Bakke,Away,1
58,3889620,2,-1,Felice Mazzù,23371,0,-1,Karel Voolaid,Away,1
22995,3889666,0,-1,Ali Aliev,2784,1,-1,Sofronios Avgousti,Away,0
605,3889634,0,-1,Germán Burgos,119,2,-1,Vladimir Ivic,Away,0
1189,3889744,1,-1,Tim Clancy,208,0,-1,Sasa Ilic,Away,1
7769,3889217,0,-1,Dan Petrescu,10695,0,-1,Sergey Tashuev,Away,0
265,3889621,0,-1,Ivan Jovanovic,62,2,-1,Jindrich Trpisovsky,Away,0
10604,3889631,1,-1,Andrea Pisanu,33783,1,-1,Viktors Morozs,Away,0
156,3889659,1,-1,Stanimir Stoilov,17149,0,-1,Branko Nisevic,Away,1
30613,3889613,0,-1,László Török,687,3,-1,Erling Moe,Away,0
9644,3889619,2,-1,Marek Papszun,365,0,-1,Michal Gasparik,Away,1
40812,3889635,0,-1,László Balint,10690,1,-1,Patrick van Leeuwen,Away,0
1044,3889622,3,-1,Thomas Lagerlöf,54585,1,-1,Cristiano Bergodi,Away,1
452,3889653,2,-1,Raphael Wicky,6251,0,-1,Simo Valakari,Away,1
301,3889636,1,-1,Nicolae Dica,4529,0,-1,Adrian Gula,Away,1
170,3889637,1,-1,Ferdinand Feldhofer,8031,2,-1,Laurentiu Reghecampf,Away,0
32768,3889663,0,-1,Darren Abdilla,4441,0,-1,Robin Dutt,Away,0
10532,3889678,0,-1,Dan Brimsvík,1063,3,-1,Jacob Friis,Away,0
605,3838454,2,-1,Germán Burgos,10694,1,-1,Vladimir Nevinskiy,Away,1
687,3889614,1,-1,Erling Moe,30613,2,-1,László Török,Away,0
6251,3889797,0,-1,Simo Valakari,452,3,-1,Raphael Wicky,Away,0
2424,3889618,1,-1,Ivo Vieira,48325,1,-1,Sandro Perkovic,Away,0
48325,3889814,0,-1,Sandro Perkovic,2424,4,-1,Ivo Vieira,Away,0
1167,3889664,1,-1,,272,1,-1,,Away,0
8031,3889811,0,-1,Laurentiu Reghecampf,170,2,-1,Ferdinand Feldhofer,Away,0
272,3889799,4,-1,Bartosz Grzelak,1167,3,-1,Artim Sakiri,Away,1
17149,3889660,6,-1,Branko Nisevic,156,2,-1,Stanimir Stoilov,Away,1
10481,3889742,0,-1,Milan Milanovic,6808,1,-1,Sergej Jakirovic,Away,0
10586,3838488,0,-1,Aleksey Shpilevski,8031,3,-1,Laurentiu Reghecampf,Away,0
5849,3889793,1,-1,Arnar Gunnlaugsson,238,4,-1,John van den Brom,Away,0
239,3889802,0,-1,Morten Jensen,8780,1,-1,John Russell,Away,0
2976,3872624,1,-1,Elyaniv Barda,1180,0,-1,Artem Chelyadinskiy,Away,1
28082,3889218,5,-1,Ilir Daja,6170,5,-1,Mikkjal Thomassen,Away,0
3737,3889805,0,-1,Óskar Hrafn Thorvaldsson,6890,3,-1,Emre Belözoglu,Away,0
353,3889801,0,-1,Geir Bakke,1096,2,-1,Mark van Bommel,Away,0
1519,3889807,0,-1,Jack Ross,1090,7,-1,Pascal Jansen,Away,0
208,3889804,2,-1,Sasa Ilic,1189,0,-1,Tim Clancy,Away,1
62,3889819,1,-1,Jindrich Trpisovsky,265,1,-1,Ivan Jovanovic,Away,0
6621,3889818,1,-1,Dusan Kerkez,317,4,-1,Ron Jans,Away,0
54585,3889820,1,-1,Cristiano Bergodi,1044,3,-1,Thomas Lagerlöf,Away,0
10695,3889219,0,-1,Sergey Tashuev,7769,1,-1,Dan Petrescu,Away,0
163,3889813,4,-1,Alessandro Mangiarratti,2293,2,-1,Ilhan Palut,Away,1
206,3889798,2,-1,Niels Frederiksen,26,5,-1,Alex Frei,Away,0
2790,3889815,1,-1,Mattia Croci-Torti,2976,3,-1,Elyaniv Barda,Away,0
365,3889796,0,-1,Michal Gasparik,9644,1,-1,Marek Papszun,Away,0
6808,3889795,1,-1,Sergej Jakirovic,10481,1,-1,Milan Milanovic,Away,0
2784,3889808,0,-1,Sofronios Avgousti,22995,0,-1,Ali Aliev,Away,0
447,3889806,0,-1,Valdas Dambrauskas,2420,1,-1,Moreno,Away,0
1063,3889803,2,-1,Jacob Friis,10532,1,-1,Dan Brimsvík,Away,1
4441,3889812,4,-1,Robin Dutt,32768,0,-1,Darren Abdilla,Away,1
28082,3901605,2,-1,Ilir Daja,4644,1,-1,Goce Sedloski,Away,1
2424,3901609,0,-1,Ivo Vieira,1090,4,-1,Pascal Jansen,Away,0
17149,3901606,1,-1,Branko Nisevic,669,4,-1,Gordan Petric,Away,0
7769,3872602,1,-1,Dan Petrescu,41916,1,-1,Raul Obiols,Away,0
447,3901610,2,-1,Valdas Dambrauskas,1050,4,-1,Unai Emery,Away,0
33783,3889794,3,-1,Viktors Morozs,10604,1,-1,Andrea Pisanu,Away,1
317,3901612,1,-1,Ron Jans,430,2,-1,Vincenzo Italiano,Away,0
11107,3905065,2,-1,Michael Boris,3,1,-1,Steffen Baumgart,Away,1
10690,3889809,0,-1,Patrick van Leeuwen,40812,3,-1,Mirel Radoi,Away,0
4529,3889810,0,-1,Adrian Gula,301,1,-1,Nicolae Dica,Away,0
7769,3901599,0,-1,Dan Petrescu,790,0,-1,Damir Krznar,Away,0
1063,3899237,1,-1,Jacob Friis,379,3,-1,David Moyes,Away,0
1096,3901608,1,-1,Mark van Bommel,6890,1,-1,Emre Belözoglu,Away,0
119,3889817,1,-1,Vladimir Ivic,605,2,-1,Germán Burgos,Away,0
2976,3901617,1,-1,Elyaniv Barda,40812,1,-1,Mirel Radoi,Away,0
853,3901604,0,-1,Carlos Fangueiro,238,2,-1,John van den Brom,Away,0
4441,3901601,1,-1,Robin Dutt,687,0,-1,Erling Moe,Away,1
58,3901611,1,-1,Felice Mazzù,452,0,-1,Raphael Wicky,Away,1
26,3901615,0,-1,Alex Frei,208,1,-1,Sasa Ilic,Away,0
170,3901613,1,-1,Ferdinand Feldhofer,163,1,-1,Alessandro Mangiarratti,Away,0
62,3901577,1,-1,Jindrich Trpisovsky,9644,2,-1,Marek Papszun,Away,0
540,3901603,0,-1,Vladimir Weiss,6808,1,-1,Sergej Jakirovic,Away,0
2784,3901614,0,-1,Makis Sergidis,1044,3,-1,Thomas Lagerlöf,Away,0
163,3901632,1,-1,Alessandro Mangiarratti,170,0,-1,Ferdinand Feldhofer,Away,1
11107,3889816,2,-1,Michael Boris,46643,1,-1,Ivan Tabanov,Away,1
1050,3901646,2,-1,Unai Emery,447,0,-1,Valdas Dambrauskas,Away,1
6890,3901636,3,-1,Emre Belözoglu,1096,1,-1,Mark van Bommel,Away,1
238,3901627,1,-1,John van den Brom,853,1,-1,Carlos Fangueiro,Away,0
6808,3901629,6,-1,Sergej Jakirovic,540,8,-1,Vladimir Weiss,Away,0
669,3901638,3,-1,Gordan Petric,17149,3,-1,Branko Nisevic,Away,0
452,3901640,2,-1,Raphael Wicky,58,3,-1,Felice Mazzù,Away,0
4644,3901628,0,-1,Goce Sedloski,28082,1,-1,Ilir Daja,Away,0
119,3901645,0,-1,Vladimir Ivic,417,2,-1,Lucien Favre,Away,0
3,3909504,3,-1,Steffen Baumgart,11107,0,-1,Michael Boris,Away,1
1090,3901642,2,-1,Pascal Jansen,2424,1,-1,Ivo Vieira,Away,1
208,3901631,0,-1,Sasa Ilic,26,2,-1,Alex Frei,Away,0
9644,3901633,0,-1,Marek Papszun,62,2,-1,Jindrich Trpisovsky,Away,0
40812,3901635,4,-1,Mirel Radoi,2976,5,-1,Elyaniv Barda,Away,0
301,3901637,3,-1,Nicolae Dica,239,1,-1,Morten Jensen,Away,1
33783,3901626,5,-1,Viktors Morozs,3471,3,-1,David Healy,Away,1
687,3901644,4,-1,Erling Moe,4441,0,-1,Robin Dutt,Away,1
239,3901607,2,-1,Morten Jensen,301,1,-1,Nicolae Dica,Away,1
790,3901625,0,-1,Damir Krznar,7769,1,-1,Dan Petrescu,Away,0
1044,3901634,2,-1,Thomas Lagerlöf,2784,3,-1,Sofronios Avgousti,Away,0
5544,3889226,0,-1,Martin Svedik,36,3,-1,Jorge Jesus,Away,0
853,3889220,0,-1,Carlos Fangueiro,496,3,-1,Andréas Georgson,Away,0
669,3889225,1,-1,Ilija Stolica,2156,2,-1,José Luis Oltra,Away,0
2156,3889232,2,-1,José Luis Oltra,669,2,-1,Ilija Stolica,Away,0
683,3889230,6,-1,Carlos Corberán,540,5,-1,Vladimir Weiss,Away,1
417,3901616,0,-1,Lucien Favre,119,1,-1,Vladimir Ivic,Away,0
272,3901602,0,-1,Bartosz Grzelak,5544,3,-1,Martin Svedik,Away,0
496,3889227,2,-1,Andréas Georgson,853,2,-1,Carlos Fangueiro,Away,0
790,3889231,0,-1,Radovan Karanovic,1008,1,-1,Toni Koskela,Away,0
3258,3889228,2,-1,Stephen Bradley,4644,1,-1,Goce Sedloski,Away,1
36,3901510,2,-1,Jorge Jesus,14,0,-1,Manfred Schmid,Away,1
829,3899270,2,-1,Neil Lennon,157,0,-1,Hein Vanhaezebrouck,Away,1
2156,3901618,2,-1,José Luis Oltra,60551,1,-1,Oleksandr Kucher,Away,1
602,3899382,0,-1,Vladimir Cheburin,31614,1,-1,Ante Simundza,Away,0
2481,3899383,0,-1,Stjepan Tomas,10301,0,-1,Eghishe Melikyan,Away,0
2381,3901512,1,-1,Riza Calimbay,496,3,-1,Andréas Georgson,Away,0
683,3901619,1,-1,Carlos Corberán,429,1,-1,David Catalá,Away,0
43,3901509,1,-1,Robbie Neilson,260,2,-1,Franco Foda,Away,0
3258,3899381,0,-1,Stephen Bradley,279,4,-1,Stanislav Cherchesov,Away,0
1177,3901511,0,-1,Kent Nielsen,1008,1,-1,Toni Koskela,Away,0
429,3901620,2,-1,David Catalá,683,4,-1,Carlos Corberán,Away,0
36,3889233,1,-1,Jorge Jesus,5544,1,-1,Martin Svedik,Away,0
5544,3901641,1,-1,Martin Svedik,272,0,-1,Henok Goitom,Away,1
14,3901514,1,-1,Manfred Schmid,36,4,-1,Jorge Jesus,Away,0
496,3901516,2,-1,Andréas Georgson,2381,0,-1,Riza Calimbay,Away,1
260,3901513,1,-1,Franco Foda,43,0,-1,Robbie Neilson,Away,1
157,3899400,0,-1,Hein Vanhaezebrouck,829,2,-1,Neil Lennon,Away,0
379,3901643,3,-1,David Moyes,1063,0,-1,Jacob Friis,Away,1
3471,3889229,0,-1,David Healy,260,3,-1,Franco Foda,Away,0
1008,3901515,1,-1,Toni Koskela,1177,1,-1,Kent Nielsen,Away,0
31614,3899403,3,-1,Ante Simundza,602,3,-1,Vladimir Cheburin,Away,0
25516,3859112,1,-1,,24193,2,-1,,Away,0
22235,3859119,1,-1,Lars Spinner,5790,0,-1,Nicolai Johansen,Away,1
5889,3859123,3,-1,,82502,0,-1,,Away,1
430,3901639,0,-1,Vincenzo Italiano,317,0,-1,Ron Jans,Away,0
19657,3859133,3,-1,Henrik Pedersen,5842,1,-1,Jens Gjesing,Away,1
3471,3901600,2,-1,David Healy,33783,2,-1,Viktors Morozs,Away,0
5838,3870236,8,-1,,100586,0,-1,,Away,1
3426,3859126,0,-1,Lars Vind,12275,2,-1,Kristoffer Wichmann,Away,0
29391,3859132,0,-1,,54662,2,-1,,Away,0
13175,3858622,3,-1,,12627,1,-1,,Away,1
279,3899401,0,-1,Stanislav Cherchesov,3258,1,-1,Stephen Bradley,Away,0
5866,3859115,6,-1,Thomas Westh Hansen,28854,0,-1,Morten Christensen,Away,1
20108,3859131,2,-1,,28175,1,-1,,Away,1
20979,3859135,2,-1,,33872,0,-1,,Away,1
362,3858516,4,-1,Patrick Braune,20999,2,-1,Olcay Senoglu,Away,1
5767,3859120,7,-1,Anders Jensen,91757,0,-1,Kasper Bach-Jensen,Away,1
10301,3899402,2,-1,Eghishe Melikyan,2481,3,-1,Stjepan Tomas,Away,0
5733,3858620,1,-1,Claus Jensen,3732,0,-1,Stefan Haakansson,Away,1
21035,3859111,3,-1,Jonas Hjortshöj,5925,1,-1,Benny Gall,Away,1
5784,3859136,9,-1,,42955,0,-1,,Away,1
5714,3859127,0,-1,,5881,1,-1,,Away,0
5818,3859129,2,-1,Martin Thomsen,45057,0,-1,Nickolaj Jonstrup,Away,1
40804,3859118,4,-1,Michael Jörgensen,5904,6,-1,Kasper Köhlert,Away,0
5091,3858619,3,-1,Peter Bonde,24192,0,-1,Flemming Larsen,Away,1
49675,3858621,0,-1,Christian Lönstrup,5716,1,-1,Michael Hemmingsen,Away,0
5817,3859122,5,-1,Henrik Hansen,5892,0,-1,Carsten Hemmingsen,Away,1
5776,3859124,8,-1,,77298,0,-1,,Away,1
23371,3889800,0,-1,Karel Voolaid,58,3,-1,Felice Mazzù,Away,0
75807,3858624,3,-1,,5843,0,-1,,Away,1
23297,3859109,4,-1,Daniel Agger,21783,0,-1,Michael Madsen,Away,1
16173,3859113,2,-1,Jeppe Svensson,6000,0,-1,Bo Holden,Away,1
5734,3859130,4,-1,,13208,1,-1,,Away,1
22110,3858515,4,-1,Morten Eskesen,1894,2,-1,Per Frandsen,Away,1
5874,3859134,6,-1,,13290,5,-1,,Away,1
1842,3858617,3,-1,Jack Majgaard,947,1,-1,Kim Engström,Away,1
443,3859125,5,-1,Ivan Prelec,20975,1,-1,Salih Kaya,Away,1
173,3906329,3,-1,Andreas Alm,5733,4,-1,Claus Jensen,Away,0
5781,3859137,4,-1,,82626,1,-1,,Away,1
75635,3859128,2,-1,Thune Holm,5929,1,-1,Waldemar Stachowiak,Away,1
13175,3906328,0,-1,Henrik Johannesen,28954,1,-1,Anders Mikkelsen,Away,0
678,3906326,8,-1,,54662,0,-1,,Away,1
19657,3906325,7,-1,,12178,2,-1,,Away,1
2778,3906322,1,-1,Flemming Pedersen,444,0,-1,René Henriksen,Away,1
2414,3906318,2,-1,Jens Berthel Askou,5838,1,-1,Michael Pedersen,Away,1
5781,3906320,2,-1,Alexander Fischer,5889,3,-1,Kristoffer Johannsen,Away,0
1063,3906317,7,-1,Jacob Friis,20979,0,-1,Anders Juul,Away,1
20108,3906319,0,-1,,24185,3,-1,,Away,0
21035,3906321,3,-1,Jonas Hjortshöj,20361,0,-1,Dennis Foss,Away,1
5818,3906327,3,-1,Martin Thomsen,75635,0,-1,Thune Holm,Away,1
9023,3859139,5,-1,Krzysztof Popczynski,24201,1,-1,Henrik Larsen,Away,1
1842,3906323,3,-1,,21034,0,-1,,Away,1
5817,3906316,2,-1,Henrik Hansen,12275,0,-1,Kristoffer Wichmann,Away,1
60551,3901621,0,-1,Oleksandr Kucher,2156,3,-1,José Luis Oltra,Away,0
5874,3906314,1,-1,Tom Söjberg,5734,0,-1,Thomas Loft Jensen,Away,1
23297,3906310,4,-1,Daniel Agger,80310,2,-1,Christian Overby,Away,1
443,3906305,3,-1,Ivan Prelec,22235,0,-1,Lars Spinner,Away,1
24193,3906312,0,-1,,67612,5,-1,,Away,0
5784,3906307,2,-1,Morten Dahm Kjaergaard,5904,0,-1,Kasper Köhlert,Away,1
5776,3906313,0,-1,Michael Hansen,5767,1,-1,Anders Jensen,Away,0
24185,3918466,1,-1,,28175,0,-1,,Away,1
9023,3906306,2,-1,,5881,1,-1,,Away,1
444,3870235,3,-1,René Henriksen,100584,1,-1,Tommy Olsen,Away,1
369,3906304,0,-1,Freyr Alexandersson,22110,2,-1,Morten Eskesen,Away,0
5724,3925212,2,-1,Thomas Thomasberg,19657,0,-1,Henrik Pedersen,Away,1
190,3925210,6,-1,Jacob Neestrup,5818,4,-1,Martin Thomsen,Away,1
865,3925209,6,-1,Albert Capellas,21035,0,-1,Jonas Hjortshöj,Away,1
5091,3906309,5,-1,Peter Bonde,91562,0,-1,Mark Strudal,Away,1
5716,3906311,2,-1,Michael Hemmingsen,24186,1,-1,Timos Adraktas,Away,1
206,3925207,0,-1,Niels Frederiksen,5784,4,-1,Morten Dahm Kjaergaard,Away,0
5840,3859110,1,-1,Keld Hansen,20361,3,-1,Dennis Foss,Away,0
5716,3925204,2,-1,Michael Hemmingsen,1842,1,-1,Jack Majgaard,Away,1
5817,3925203,4,-1,Henrik Hansen,23297,1,-1,Daniel Agger,Away,1
5733,3925202,2,-1,Claus Jensen,5889,1,-1,Kristoffer Johannsen,Away,1
443,3925201,3,-1,Ivan Prelec,5874,0,-1,Tom Söjberg,Away,1
678,3925200,3,-1,Uwe Rösler,362,0,-1,Patrick Braune,Away,1
2778,3925199,5,-1,Flemming Pedersen,28954,0,-1,Christian Jörgensen,Away,1
5767,3925198,6,-1,Anders Jensen,24185,0,-1,Jesper Grönborg,Away,1
1063,3925208,3,-1,Jacob Friis,75807,2,-1,Erdogan Aslan,Away,1
2778,3950399,2,-1,Flemming Pedersen,678,0,-1,Uwe Rösler,Away,1
865,3950398,1,-1,Albert Capellas,1063,3,-1,Jacob Friis,Away,0
1177,3950397,3,-1,Kent Nielsen,5724,1,-1,Thomas Thomasberg,Away,1
190,3950396,3,-1,Jacob Neestrup,9023,1,-1,Krzysztof Popczynski,Away,1
2414,3950395,0,-1,Jens Berthel Askou,443,1,-1,Ivan Prelec,Away,0
16173,3906324,4,-1,,5957,0,-1,,Away,1
5716,3950394,1,-1,Michael Hemmingsen,5784,3,-1,Morten Dahm Kjaergaard,Away,0
5817,3950392,2,-1,Simon Poulsen,5733,1,-1,Claus Jensen,Away,1
1177,3959394,2,-1,Kent Nielsen,5817,0,-1,Thomas Nörgaard,Away,1
1063,3959392,0,-1,Jacob Friis,1053,2,-1,Erik Hamrén,Away,0
443,3959391,0,-1,Ivan Prelec,190,2,-1,Jacob Neestrup,Away,0
2414,3925211,2,-1,,67612,1,-1,,Away,1
159,3912627,1,-1,Milos Milojevic,449,2,-1,Abdullah Avci,Away,0
22110,3925206,1,-1,Morten Eskesen,9023,2,-1,Krzysztof Popczynski,Away,0
279,3912622,1,-1,Stanislav Cherchesov,162,0,-1,Philippe Clement,Away,1
2778,3959393,3,-1,Johannes Thorup,5784,0,-1,Morten Dahm Kjaergaard,Away,1
449,3912626,2,-1,Abdullah Avci,279,3,-1,Stanislav Cherchesov,Away,0
995,3912608,2,-1,Antoine Kombouaré,683,0,-1,Michel,Away,1
60,3912610,1,-1,Christian Streich,10625,1,-1,Qurban Qurbanov,Away,0
683,3912612,1,-1,Michel,60,1,-1,Christian Streich,Away,0
60,3912617,4,-1,Christian Streich,995,0,-1,Antoine Kombouaré,Away,1
683,3912609,0,-1,Michel,10625,0,-1,Qurban Qurbanov,Away,0
995,3912614,0,-1,Antoine Kombouaré,60,2,-1,Christian Streich,Away,0
10625,3912618,3,-1,Qurban Qurbanov,683,0,-1,Michel,Away,1
60,3912607,3,-1,Christian Streich,683,0,-1,Carlos Corberán,Away,1
995,3912611,0,-1,Antoine Kombouaré,10625,3,-1,Qurban Qurbanov,Away,0
10625,3912613,1,-1,Qurban Qurbanov,60,2,-1,Christian Streich,Away,0
683,3912615,1,-1,Carlos Corberán,995,2,-1,Antoine Kombouaré,Away,0
122,3912603,0,-1,Christian Ilzer,865,2,-1,Albert Capellas,Away,0
398,3912598,0,-1,Maurizio Sarri,234,1,-1,Arne Slot,Away,0
362,3906308,2,-1,,26507,1,-1,,Away,1
234,3912605,0,-1,Arne Slot,122,1,-1,Christian Ilzer,Away,0
1053,3950393,2,-1,Erik Hamrén,5767,1,-1,Anders Jensen,Away,1
865,3912599,2,-1,Albert Capellas,234,2,-1,Arne Slot,Away,0
122,3912597,2,-1,Christian Ilzer,398,2,-1,Maurizio Sarri,Away,0
865,3912596,1,-1,Albert Capellas,398,2,-1,Maurizio Sarri,Away,0
398,3912601,1,-1,Maurizio Sarri,865,5,-1,Albert Capellas,Away,0
122,3912600,0,-1,Christian Ilzer,234,6,-1,Arne Slot,Away,0
10625,3912616,1,-1,Qurban Qurbanov,995,2,-1,Antoine Kombouaré,Away,0
865,3912606,0,-1,Albert Capellas,122,1,-1,Christian Ilzer,Away,0
829,3912591,0,-1,Yannick Ferrera,2481,1,-1,Victor Mihailov,Away,0
985,3912586,1,-1,Erik ten Hag,681,0,-1,Imanol Alguacil,Away,1
681,3912593,2,-1,Imanol Alguacil,829,0,-1,Yannick Ferrera,Away,1
162,3912630,1,-1,Philippe Clement,159,0,-1,Milos Milojevic,Away,1
2481,3912584,0,-1,Victor Mihailov,985,3,-1,Erik ten Hag,Away,0
2481,3912587,0,-1,Stjepan Tomas,681,3,-1,Imanol Alguacil,Away,0
681,3912590,2,-1,Imanol Alguacil,2481,0,-1,Stjepan Tomas,Away,1
985,3912592,3,-1,Erik ten Hag,829,2,-1,Neil Lennon,Away,1
985,3912589,2,-1,Erik ten Hag,2481,0,-1,Stjepan Tomas,Away,1
829,3912588,1,-1,Neil Lennon,681,2,-1,Imanol Alguacil,Away,0
2481,3912594,3,-1,Stjepan Tomas,829,0,-1,Neil Lennon,Away,1
681,3912583,1,-1,Imanol Alguacil,985,0,-1,Erik ten Hag,Away,1
89,3912581,1,-1,Urs Fischer,3948,0,-1,Karel Geraerts,Away,1
496,3912571,1,-1,Age Hareide,1075,2,-1,Artur Jorge,Away,0
1075,3912577,0,-1,Artur Jorge,89,1,-1,Urs Fischer,Away,0
234,3912602,2,-1,Arne Slot,865,2,-1,Albert Capellas,Away,0
