club_id,game_id,own_goals,own_position,own_manager_name,opponent_id,opponent_goals,opponent_position,opponent_manager_name,hosting,is_win
27,2229332,2,-1,Jupp Heynckes,16,1,-1,Jürgen Klopp,Home,1
131,2244388,3,-1,Tito Vilanova,418,2,-1,José Mourinho,Home,1
3709,2269557,0,-1,Luis García,4032,0,-1,Claudio Barragán,Home,0
21322,2254432,1,-1,Pedro Buenaventura,7077,0,-1,Pato,Home,1
109,2221759,0,-1,Oscar Corrochano,27,4,-1,Jupp Heynckes,Home,0
383,2211607,4,-1,Dick Advocaat,610,2,-1,Frank de Boer,Home,1
969,2244655,4,-1,René Girard,1041,6,-1,Rémi Garde,Home,0
1411,2224956,1,7,Enzo Scifo,1184,5,3,Mario Been,Home,0
200,2250472,3,5,Jan Wouters,1304,0,12,Peter Bosz,Home,1
467,2250473,1,15,Alex Pastoor,235,2,14,Erwin Koeman,Home,0
58,2219794,3,-1,John van den Brom,498,2,-1,Peter Maes,Home,1
16,2231667,1,2,Jürgen Klopp,533,2,16,Markus Gisdol,Home,0
42,2231661,3,9,Mirko Slomka,38,0,17,Norbert Meier,Home,1
7474,2504433,4,-1,,34455,1,-1,,Home,1
2821,2240524,4,-1,Misha Salden,2848,2,-1,Frans Koenen,Home,1
41,2231660,0,7,Thorsten Fink,15,1,3,Sascha Lewandowski,Home,0
3348,2258403,0,-1,Professor Neca,7179,1,-1,Vítor Paneira,Home,0
60,2231658,1,5,Christian Streich,33,2,4,Jens Keller,Home,0
79,2231662,2,12,Bruno Labbadia,39,2,13,Thomas Tuchel,Home,0
167,2231654,3,15,Markus Weinzierl,65,1,18,Frank Kramer,Home,1
2423,2258406,3,-1,Luís Miguel,3336,1,-1,José Vilaça,Home,1
82,2231675,3,10,Dieter Hecking,16,3,2,Jürgen Klopp,Home,0
19934,2240525,4,-1,,16866,1,-1,,Home,1
15,2231672,3,3,Sascha Lewandowski,42,1,9,Mirko Slomka,Home,1
18,2231653,3,8,Lucien Favre,27,4,1,Jupp Heynckes,Home,0
24,2231657,2,6,Armin Veh,82,2,11,Dieter Hecking,Home,0
244,2224190,0,2,Élie Baup,1421,0,14,Hubert Fournier,Home,0
3911,2224183,1,20,Corentin Martins,1159,2,18,Patrick Gabriel,Home,0
1041,2224185,2,3,Rémi Garde,273,0,13,Frédéric Antonetti,Home,1
1147,2224178,0,17,Albert Emon,417,2,4,Claude Puel,Home,0
595,2224184,0,12,Frédéric Hantz,750,0,15,Eric Hély,Home,0
1158,2224176,1,8,Christian Gourcuff,583,3,1,Carlo Ancelotti,Home,0
417,2224180,1,6,Claude Puel,1041,1,3,Rémi Garde,Home,0
4,2231659,3,10,Michael Wiesinger,86,2,14,Wolfgang Rolff,Home,1
750,2224117,1,17,Eric Hély,415,2,10,Alain Casanova,Home,0
14171,2224116,2,15,Pascal Dupraz,1423,0,13,Daniel Sanchez,Home,1
618,2224113,2,4,Christophe Galtier,244,0,2,Élie Baup,Home,1
1071,2225776,2,18,Roberto Martínez,405,2,15,Paul Lambert,Home,0
1159,2224115,1,19,Patrick Gabriel,595,2,12,Frédéric Hantz,Home,0
379,2225774,4,10,Sam Allardyce,1032,2,19,Nigel Adkins,Home,1
31,2225760,1,7,Brendan Rodgers,1039,0,20,Harry Redknapp,Home,1
1095,2224118,1,18,Jean-Marc Furlan,40,0,9,Francis Gillot,Home,1
180,2225752,1,14,Mauricio Pochettino,512,1,13,Tony Pulis,Home,0
2288,2225749,0,9,Michael Laudrup,931,3,12,Martin Jol,Home,0
281,2225747,2,2,Brian Kidd,1123,3,11,Chris Hughton,Home,0
762,2225742,0,16,Alan Pardew,11,1,4,Arsène Wenger,Home,0
984,2225737,5,8,Steve Clarke,985,5,1,Sir Alex Ferguson,Home,0
1032,2225751,0,19,Nigel Adkins,281,2,2,Brian Kidd,Home,0
1423,2224186,2,11,Daniel Sanchez,1095,1,19,Jean-Marc Furlan,Home,1
985,2225759,2,1,Sir Alex Ferguson,2288,1,9,Michael Laudrup,Home,1
11,2225799,4,4,Arsène Wenger,1071,1,18,Roberto Martínez,Home,1
931,2225769,1,15,Martin Jol,31,3,7,Brendan Rodgers,Home,0
1123,2225766,4,12,Chris Hughton,984,0,8,Steve Clarke,Home,1
289,2225761,1,17,Paolo Di Canio,180,1,14,Mauricio Pochettino,Home,0
512,2225756,1,11,Tony Pulis,148,2,5,André Villas-Boas,Home,0
405,2225803,1,16,Paul Lambert,631,2,3,Rafael Benítez,Home,0
148,2225743,1,5,André Villas-Boas,289,0,17,Paolo Di Canio,Home,1
289,2225793,1,15,Paolo Di Canio,512,1,11,Tony Pulis,Home,0
985,2225798,0,1,Sir Alex Ferguson,631,1,3,Rafael Benítez,Home,0
31,2225790,0,7,Brendan Rodgers,29,0,6,David Moyes,Home,0
1039,2225796,0,20,Harry Redknapp,11,1,4,Arsène Wenger,Home,0
631,2225762,2,3,Rafael Benítez,29,1,6,David Moyes,Home,1
1039,2225768,1,20,Harry Redknapp,762,2,13,Alan Pardew,Home,0
148,2225800,1,5,André Villas-Boas,180,0,14,Mauricio Pochettino,Home,1
379,2225797,0,10,Sam Allardyce,762,0,17,Alan Pardew,Home,0
931,2225758,2,12,Martin Jol,1032,4,19,Nigel Adkins,Home,0
405,2225781,6,16,Paul Lambert,289,1,15,Paolo Di Canio,Home,1
11,2225784,1,4,Arsène Wenger,985,1,1,Sir Alex Ferguson,Home,0
631,2225783,2,3,Rafael Benítez,2288,0,9,Michael Laudrup,Home,1
1032,2225786,0,20,Nigel Adkins,1039,0,19,Harry Redknapp,Home,0
762,2225788,0,17,Alan Pardew,31,6,7,Brendan Rodgers,Home,0
180,2225792,0,13,Mauricio Pochettino,984,3,8,Steve Clarke,Home,0
415,2224182,2,10,Alain Casanova,969,0,9,René Girard,Home,1
1123,2225757,1,16,Chris Hughton,405,2,13,Paul Lambert,Home,0
512,2225791,1,12,Tony Pulis,1123,0,14,Chris Hughton,Home,1
281,2225787,2,2,Roberto Mancini,379,1,10,Sam Allardyce,Home,1
1071,2225789,2,18,Roberto Martínez,148,2,5,André Villas-Boas,Home,0
29,2225804,2,6,David Moyes,379,0,10,Sam Allardyce,Home,1
148,2225780,3,5,André Villas-Boas,281,1,2,Roberto Mancini,Home,1
984,2225794,2,8,Steve Clarke,1071,3,18,Roberto Martínez,Home,0
1123,2225778,2,13,Chris Hughton,1032,1,20,Nigel Adkins,Home,1
1082,2224189,1,6,Rudi Garcia,618,1,5,Christophe Galtier,Home,0
2288,2225775,0,8,Michael Laudrup,180,0,12,Mauricio Pochettino,Home,0
984,2225773,1,9,Steve Clarke,762,1,16,Alan Pardew,Home,0
289,2225771,1,14,Paolo Di Canio,29,0,6,David Moyes,Home,1
29,2225785,1,6,David Moyes,931,0,11,Martin Jol,Home,1
931,2225767,0,11,Martin Jol,11,1,4,Arsène Wenger,Home,0
631,2225748,2,3,Rafael Benítez,148,2,5,André Villas-Boas,Home,0
1071,2225770,2,18,Roberto Martínez,2288,3,8,Michael Laudrup,Home,0
512,2225765,0,16,Tony Pulis,985,2,1,Sir Alex Ferguson,Home,0
985,2225779,3,1,Sir Alex Ferguson,405,0,17,Paul Lambert,Home,1
762,2225753,0,13,Alan Pardew,289,3,15,Paolo Di Canio,Home,0
31,2225777,2,7,Brendan Rodgers,631,2,3,Rafael Benítez,Home,0
2288,2225795,0,9,Michael Laudrup,281,0,2,Roberto Mancini,Home,0
29,2225750,2,6,David Moyes,1039,0,19,Harry Redknapp,Home,1
281,2225755,1,2,Roberto Mancini,984,0,9,Steve Clarke,Home,1
405,2225745,1,17,Paul Lambert,931,1,10,Martin Jol,Home,0
1039,2225802,1,19,Harry Redknapp,1071,1,18,Roberto Martínez,Home,0
762,2225806,1,13,Alan Pardew,931,0,10,Martin Jol,Home,1
631,2225805,2,3,Rafael Benítez,289,1,17,Paolo Di Canio,Home,1
985,2225807,1,1,Sir Alex Ferguson,281,2,2,Roberto Mancini,Home,0
1039,2225772,0,19,Harry Redknapp,512,2,15,Tony Pulis,Home,0
148,2225746,2,4,André Villas-Boas,29,2,6,David Moyes,Home,0
31,2225808,0,7,Brendan Rodgers,379,0,11,Sam Allardyce,Home,0
1123,2225764,2,14,Chris Hughton,2288,2,9,Michael Laudrup,Home,0
512,2225740,1,15,Tony Pulis,405,3,16,Paul Lambert,Home,0
379,2225782,2,10,Sam Allardyce,1071,0,18,Roberto Martínez,Home,1
931,2225719,3,10,Martin Jol,1039,2,19,Harry Redknapp,Home,1
1032,2225801,0,20,Nigel Adkins,180,2,12,Mauricio Pochettino,Home,0
11,2225744,3,4,Arsène Wenger,1123,1,14,Chris Hughton,Home,1
405,2225727,1,18,Paul Lambert,31,2,7,Brendan Rodgers,Home,0
29,2225722,1,6,David Moyes,512,0,13,Tony Pulis,Home,1
11,2225721,4,5,Arsène Wenger,1032,1,20,Nigel Adkins,Home,1
2288,2225715,1,9,Michael Laudrup,148,2,4,André Villas-Boas,Home,0
281,2225709,4,2,Roberto Mancini,762,0,15,Alan Pardew,Home,1
289,2225716,0,16,Martin O'Neill,985,1,1,Sir Alex Ferguson,Home,0
180,2225717,2,12,Mauricio Pochettino,631,1,3,Rafael Benítez,Home,1
180,2225763,1,12,Mauricio Pochettino,379,1,11,Sam Allardyce,Home,0
148,2225700,0,4,André Villas-Boas,931,1,10,Martin Jol,Home,0
289,2225698,1,15,Martin O'Neill,1123,1,13,Chris Hughton,Home,0
631,2225714,2,3,Rafael Benítez,379,0,12,Sam Allardyce,Home,1
1071,2225738,1,17,Roberto Martínez,1123,0,14,Chris Hughton,Home,1
512,2225701,0,11,Tony Pulis,984,0,8,Steve Clarke,Home,0
1032,2225754,0,20,Nigel Adkins,31,0,7,Brendan Rodgers,Home,0
180,2225699,3,16,Mauricio Pochettino,31,1,7,Brendan Rodgers,Home,1
2288,2225695,0,9,Michael Laudrup,11,2,5,Arsène Wenger,Home,0
29,2225704,2,6,David Moyes,281,0,2,Roberto Mancini,Home,1
984,2225741,1,8,Steve Clarke,11,2,5,Arsène Wenger,Home,0
281,2225735,1,2,Roberto Mancini,1071,0,18,Roberto Martínez,Home,1
379,2225703,2,10,Sam Allardyce,985,2,1,Sir Alex Ferguson,Home,0
985,2225706,1,1,Sir Alex Ferguson,1032,0,19,Eamonn Dolan †,Home,1
405,2225708,3,17,Paul Lambert,1039,2,20,Harry Redknapp,Home,1
762,2225733,2,13,Alan Pardew,512,1,12,Tony Pulis,Home,1
31,2225732,3,7,Brendan Rodgers,148,2,4,André Villas-Boas,Home,1
1032,2225734,1,19,Brian McDermott,405,2,17,Paul Lambert,Home,0
1039,2225730,3,20,Harry Redknapp,289,1,15,Martin O'Neill,Home,1
379,2225739,3,11,Sam Allardyce,984,1,8,Steve Clarke,Home,1
405,2225705,0,18,Paul Lambert,281,1,2,Roberto Mancini,Home,0
40,2224177,2,7,Francis Gillot,14171,1,16,Pascal Dupraz,Home,1
1071,2225718,0,17,Roberto Martínez,31,4,7,Brendan Rodgers,Home,0
180,2225728,1,16,Mauricio Pochettino,1039,2,20,Harry Redknapp,Home,0
289,2225726,2,14,Martin O'Neill,931,2,10,Martin Jol,Home,0
512,2225724,0,11,Tony Pulis,379,1,12,Sam Allardyce,Home,0
931,2225736,0,11,Martin Jol,631,3,3,Rafael Benítez,Home,0
11,2225720,0,5,Arsène Wenger,29,0,6,David Moyes,Home,0
2288,2225712,1,8,Michael Laudrup,762,0,15,Alan Pardew,Home,1
1071,2225723,2,18,Roberto Martínez,762,1,14,Alan Pardew,Home,1
631,2225707,1,4,Rafael Benítez,984,0,9,Steve Clarke,Home,1
762,2250166,4,13,Alan Pardew,180,2,16,Mauricio Pochettino,Home,1
1123,2250167,2,12,Chris Hughton,29,1,6,David Moyes,Home,1
11,2250162,2,5,Arsène Wenger,405,1,18,Paul Lambert,Home,1
1039,2225711,0,20,Harry Redknapp,985,2,1,Sir Alex Ferguson,Home,0
984,2225697,2,7,Steve Clarke,289,1,15,Martin O'Neill,Home,1
1032,2225696,0,19,Brian McDermott,1071,3,17,Roberto Martínez,Home,0
931,2250163,1,11,Martin Jol,512,0,10,Tony Pulis,Home,1
985,2225725,4,1,Sir Alex Ferguson,1123,0,13,Chris Hughton,Home,1
148,2225713,2,3,André Villas-Boas,11,1,5,Arsène Wenger,Home,1
31,2250154,0,9,Brendan Rodgers,984,2,8,Steve Clarke,Home,0
281,2250165,2,2,Roberto Mancini,631,0,4,Rafael Benítez,Home,1
405,2250152,2,17,Paul Lambert,379,1,11,Sam Allardyce,Home,1
1123,2225729,0,14,Chris Hughton,180,0,16,Mauricio Pochettino,Home,0
180,2250157,3,15,Mauricio Pochettino,281,1,2,Roberto Mancini,Home,1
289,2250159,0,13,Martin O'Neill,11,1,5,Arsène Wenger,Home,0
512,2250158,2,10,Tony Pulis,1032,1,18,Brian McDermott,Home,1
29,2225710,3,6,David Moyes,1032,1,19,Brian McDermott,Home,1
1123,2250156,0,14,Chris Hughton,931,0,12,Martin Jol,Home,0
631,2250153,4,3,Rafael Benítez,1071,1,19,Roberto Martínez,Home,1
984,2250149,0,9,Steve Clarke,148,1,4,André Villas-Boas,Home,0
931,2250144,0,13,Martin Jol,985,1,1,Sir Alex Ferguson,Home,0
985,2250155,2,1,Sir Alex Ferguson,29,0,6,David Moyes,Home,1
1071,2250151,2,18,Roberto Martínez,180,2,16,Mauricio Pochettino,Home,0
379,2250150,1,11,Sam Allardyce,2288,0,8,Michael Laudrup,Home,1
2288,2250160,4,7,Michael Laudrup,1039,1,20,Harry Redknapp,Home,1
762,2250146,3,15,Alan Pardew,631,2,3,Rafael Benítez,Home,1
29,2250143,3,5,David Moyes,405,3,19,Paul Lambert,Home,0
11,2250142,1,6,Arsène Wenger,512,0,10,Tony Pulis,Home,1
379,2225702,2,14,Sam Allardyce,148,3,3,André Villas-Boas,Home,0
31,2250164,5,8,Brendan Rodgers,2288,0,9,Michael Laudrup,Home,1
984,2225731,2,8,Steve Clarke,2288,1,9,Michael Laudrup,Home,1
1032,2258998,2,17,Brian McDermott,631,2,3,Rafael Benítez,Home,0
29,2259003,2,5,David Moyes,984,1,9,Steve Clarke,Home,1
985,2258996,2,1,Sir Alex Ferguson,180,1,16,Mauricio Pochettino,Home,1
931,2259004,3,12,Martin Jol,379,1,13,Sam Allardyce,Home,1
1039,2259001,0,20,Harry Redknapp,281,0,2,Roberto Mancini,Home,0
1123,2258997,1,14,Chris Hughton,148,1,4,André Villas-Boas,Home,0
512,2258999,2,10,Tony Pulis,1071,2,18,Roberto Martínez,Home,0
180,2258990,0,15,Mauricio Pochettino,29,0,5,David Moyes,Home,0
1032,2250148,2,17,Brian McDermott,289,1,12,Martin O'Neill,Home,1
148,2258992,1,4,André Villas-Boas,985,1,1,Sir Alex Ferguson,Home,0
631,2258986,2,3,Rafael Benítez,11,1,6,Arsène Wenger,Home,1
289,2259000,0,11,Martin O'Neill,2288,0,8,Michael Laudrup,Home,0
1071,2258995,2,19,Roberto Martínez,289,3,11,Martin O'Neill,Home,0
2288,2258991,3,9,Michael Laudrup,512,1,10,Tony Pulis,Home,1
762,2258989,1,16,Alan Pardew,1032,2,18,Brian McDermott,Home,0
281,2250145,2,2,Roberto Mancini,31,2,7,Brendan Rodgers,Home,0
281,2258988,2,2,Roberto Mancini,931,0,14,Martin Jol,Home,1
31,2258987,5,7,Brendan Rodgers,1123,0,13,Chris Hughton,Home,1
11,2258976,0,5,Arsène Wenger,281,2,2,Roberto Mancini,Home,0
985,2258980,2,1,Sir Alex Ferguson,31,1,8,Brendan Rodgers,Home,1
289,2258985,3,14,Martin O'Neill,379,0,11,Sam Allardyce,Home,1
1032,2258983,3,19,Brian McDermott,984,2,7,Steve Clarke,Home,1
148,2250161,2,4,André Villas-Boas,762,1,16,Alan Pardew,Home,1
931,2258979,1,13,Martin Jol,1071,1,17,Roberto Martínez,Home,0
1039,2250147,0,20,Harry Redknapp,1123,0,14,Chris Hughton,Home,0
1123,2258981,0,12,Chris Hughton,762,0,16,Alan Pardew,Home,0
405,2258977,0,18,Paul Lambert,180,1,15,Nigel Adkins,Home,0
29,2258978,0,6,David Moyes,2288,0,9,Michael Laudrup,Home,0
1039,2258982,0,20,Harry Redknapp,148,0,4,André Villas-Boas,Home,0
31,2258967,3,8,Brendan Rodgers,289,0,14,Martin O'Neill,Home,1
180,2258970,1,16,Nigel Adkins,11,1,5,Arsène Wenger,Home,0
1071,2258975,0,18,Roberto Martínez,985,4,1,Sir Alex Ferguson,Home,0
379,2258994,1,12,Sam Allardyce,1039,1,20,Harry Redknapp,Home,0
379,2258974,2,11,Sam Allardyce,1123,1,12,Chris Hughton,Home,1
11,2259005,2,6,Arsène Wenger,31,2,7,Brendan Rodgers,Home,0
631,2258966,0,3,Rafael Benítez,1039,1,20,Harry Redknapp,Home,0
984,2258993,2,8,Steve Clarke,405,2,17,Paul Lambert,Home,0
984,2258973,1,7,Steve Clarke,931,2,13,Martin Jol,Home,0
1039,2258962,0,20,Harry Redknapp,31,3,9,Brendan Rodgers,Home,0
29,2258958,1,6,David Moyes,631,2,3,Rafael Benítez,Home,0
11,2258956,7,4,Arsène Wenger,762,3,15,Alan Pardew,Home,1
512,2258964,3,8,Tony Pulis,180,3,16,Nigel Adkins,Home,0
762,2258969,1,15,Alan Pardew,29,2,6,David Moyes,Home,0
405,2259002,1,19,Paul Lambert,762,2,15,Alan Pardew,Home,0
281,2258968,3,2,Roberto Mancini,512,0,10,Tony Pulis,Home,1
405,2258957,0,18,Paul Lambert,1071,3,17,Roberto Martínez,Home,0
985,2258960,2,1,Sir Alex Ferguson,984,0,7,Steve Clarke,Home,1
289,2258965,1,13,Martin O'Neill,148,2,5,André Villas-Boas,Home,0
11,2258946,5,4,Arsène Wenger,379,1,12,Sam Allardyce,Home,1
512,2258954,3,8,Tony Pulis,31,1,10,Brendan Rodgers,Home,1
289,2258955,1,13,Martin O'Neill,281,0,2,Roberto Mancini,Home,1
1123,2258961,3,11,Chris Hughton,281,4,2,Roberto Mancini,Home,0
1032,2258953,0,19,Brian McDermott,2288,0,9,Michael Laudrup,Home,0
1039,2258952,1,20,Harry Redknapp,984,2,7,Steve Clarke,Home,0
1123,2258951,0,11,Chris Hughton,631,1,3,Rafael Benítez,Home,0
985,2258950,4,1,Sir Alex Ferguson,762,3,15,Alan Pardew,Home,1
29,2258948,2,6,David Moyes,1071,1,18,Roberto Martínez,Home,1
631,2258936,8,3,Rafael Benítez,405,0,16,Paul Lambert,Home,1
931,2258949,1,14,Martin Jol,180,1,17,Nigel Adkins,Home,0
405,2258947,0,16,Paul Lambert,148,4,5,André Villas-Boas,Home,0
2288,2258941,1,11,Michael Laudrup,985,1,1,Sir Alex Ferguson,Home,0
512,2258984,0,10,Tony Pulis,631,4,3,Rafael Benítez,Home,0
931,2258959,1,14,Martin Jol,2288,2,10,Michael Laudrup,Home,0
762,2258939,1,14,Alan Pardew,1039,0,19,Harry Redknapp,Home,1
180,2258940,0,17,Nigel Adkins,289,1,15,Martin O'Neill,Home,0
31,2258937,4,8,Brendan Rodgers,931,0,13,Martin Jol,Home,1
984,2258943,2,7,Steve Clarke,1123,1,10,Chris Hughton,Home,1
2288,2258971,2,9,Michael Laudrup,405,2,17,Paul Lambert,Home,0
281,2258938,1,2,Roberto Mancini,1032,0,20,Brian McDermott,Home,1
148,2258972,3,4,André Villas-Boas,1032,1,19,Brian McDermott,Home,1
984,2258935,0,7,Steve Clarke,379,0,11,Sam Allardyce,Home,0
379,2258944,1,12,Sam Allardyce,29,2,5,David Moyes,Home,0
512,2258933,1,9,Tony Pulis,29,1,6,David Moyes,Home,0
1123,2258930,2,8,Chris Hughton,1071,1,18,Roberto Martínez,Home,1
985,2258928,3,1,Sir Alex Ferguson,289,1,16,Martin O'Neill,Home,1
31,2258927,1,12,Brendan Rodgers,405,3,14,Paul Lambert,Home,0
762,2258929,1,15,Alan Pardew,281,3,2,Roberto Mancini,Home,0
931,2258918,2,13,Martin Jol,762,1,14,Alan Pardew,Home,1
1071,2258945,0,18,Roberto Martínez,11,1,4,Arsène Wenger,Home,0
631,2258926,2,3,Rafael Benítez,180,2,17,Nigel Adkins,Home,0
379,2258923,2,11,Sam Allardyce,31,3,10,Brendan Rodgers,Home,0
1071,2258924,2,18,Roberto Martínez,1039,2,20,Harry Redknapp,Home,0
29,2258925,2,4,David Moyes,148,1,5,André Villas-Boas,Home,1
2288,2258922,3,8,Michael Laudrup,1123,4,12,Chris Hughton,Home,0
1039,2258931,2,19,Harry Redknapp,931,1,13,Martin Jol,Home,1
180,2258920,1,16,Nigel Adkins,1032,0,19,Brian McDermott,Home,1
405,2258917,0,17,Paul Lambert,512,0,9,Tony Pulis,Home,0
11,2258916,2,7,Arsène Wenger,984,0,6,Steve Clarke,Home,1
148,2258942,0,6,André Villas-Boas,512,0,9,Tony Pulis,Home,0
1123,2250049,2,12,Chris Hughton,289,1,15,Martin O'Neill,Home,1
984,2250052,0,5,Steve Clarke,512,1,9,Tony Pulis,Home,0
1039,2250050,1,20,Harry Redknapp,405,1,16,Paul Lambert,Home,0
289,2258921,1,15,Martin O'Neill,631,3,3,Rafael Benítez,Home,0
31,2250046,1,11,Brendan Rodgers,180,0,18,Nigel Adkins,Home,1
281,2258919,2,2,Roberto Mancini,985,3,1,Sir Alex Ferguson,Home,0
762,2250048,3,14,Alan Pardew,1071,0,17,Roberto Martínez,Home,1
1032,2250051,3,19,Brian McDermott,985,4,1,Sir Alex Ferguson,Home,0
11,2250044,0,10,Arsène Wenger,2288,2,7,Michael Laudrup,Home,0
379,2250053,3,8,Sam Allardyce,631,1,3,Rafael Benítez,Home,1
985,2225560,1,1,Sir Alex Ferguson,379,0,10,Sam Allardyce,Home,1
931,2250045,0,13,Martin Jol,148,3,4,André Villas-Boas,Home,0
1032,2258932,2,20,Brian McDermott,11,5,5,Arsène Wenger,Home,0
148,2225570,2,5,André Villas-Boas,31,1,12,Brendan Rodgers,Home,1
281,2250047,1,2,Roberto Mancini,29,1,6,David Moyes,Home,0
512,2225565,2,9,Tony Pulis,762,1,15,Alan Pardew,Home,1
180,2225559,1,18,Nigel Adkins,1123,1,14,Chris Hughton,Home,0
631,2250042,0,3,Rafael Benítez,931,0,11,Martin Jol,Home,0
29,2250043,1,6,David Moyes,11,1,7,Arsène Wenger,Home,0
148,2225564,3,7,André Villas-Boas,379,1,8,Sam Allardyce,Home,1
289,2225566,0,13,Martin O'Neill,1039,0,20,Harry Redknapp,Home,0
180,2225551,2,17,Nigel Adkins,762,0,15,Alan Pardew,Home,1
148,2258934,1,4,André Villas-Boas,2288,0,10,Michael Laudrup,Home,1
2288,2225563,0,9,Michael Laudrup,31,0,11,Brendan Rodgers,Home,0
512,2225561,1,12,Tony Pulis,931,0,10,Martin Jol,Home,1
2288,2225569,3,8,Michael Laudrup,984,1,4,Steve Clarke,Home,1
1032,2258963,1,19,Brian McDermott,379,0,12,Sam Allardyce,Home,1
29,2225549,1,5,David Moyes,1123,1,14,Chris Hughton,Home,0
379,2225558,1,7,Sam Allardyce,512,1,15,Tony Pulis,Home,0
931,2225547,1,9,Martin Jol,289,3,12,Martin O'Neill,Home,0
1071,2225557,3,16,Roberto Martínez,1032,2,19,Brian McDermott,Home,1
1071,2225571,0,16,Roberto Martínez,281,2,2,Roberto Mancini,Home,0
984,2225554,2,4,Steve Clarke,631,1,3,Roberto Di Matteo,Home,1
405,2225556,0,18,Paul Lambert,11,0,6,Arsène Wenger,Home,0
31,2225548,3,11,Brendan Rodgers,1071,0,16,Roberto Martínez,Home,1
1032,2225553,2,17,Brian McDermott,29,1,5,David Moyes,Home,1
281,2225544,5,1,Roberto Mancini,405,0,18,Paul Lambert,Home,1
631,2225550,0,4,Rafael Benítez,281,0,2,Roberto Mancini,Home,0
1123,2225546,1,14,Chris Hughton,985,0,2,Sir Alex Ferguson,Home,1
985,2225552,3,1,Sir Alex Ferguson,1039,1,20,Mark Bowen,Home,1
762,2225528,0,10,Alan Pardew,379,1,6,Sam Allardyce,Home,0
281,2225529,2,2,Roberto Mancini,148,1,7,André Villas-Boas,Home,1
1071,2225542,1,15,Roberto Martínez,984,2,5,Steve Clarke,Home,0
11,2225537,3,8,Arsène Wenger,931,3,9,Martin Jol,Home,0
1039,2225545,1,20,Mark Hughes,180,3,19,Nigel Adkins,Home,0
631,2225524,1,3,Roberto Di Matteo,31,1,14,Brendan Rodgers,Home,0
180,2225531,1,19,Nigel Adkins,2288,1,11,Michael Laudrup,Home,0
1032,2225530,0,18,Brian McDermott,1123,0,16,Chris Hughton,Home,0
29,2225527,2,4,David Moyes,289,1,12,Martin O'Neill,Home,1
31,2225513,1,13,Brendan Rodgers,762,1,10,Alan Pardew,Home,0
1039,2225533,1,19,Mark Hughes,1032,1,18,Brian McDermott,Home,0
11,2225541,5,6,Arsène Wenger,148,2,8,André Villas-Boas,Home,1
762,2225543,1,13,Alan Pardew,2288,2,10,Michael Laudrup,Home,0
148,2225539,0,6,André Villas-Boas,1071,1,14,Roberto Martínez,Home,0
289,2225535,0,12,Martin O'Neill,405,1,17,Paul Lambert,Home,0
1123,2225534,1,15,Chris Hughton,512,0,16,Tony Pulis,Home,1
2288,2225538,1,11,Michael Laudrup,631,1,2,Roberto Di Matteo,Home,0
931,2225515,2,8,Martin Jol,29,2,4,David Moyes,Home,0
512,2225532,1,13,Tony Pulis,1039,0,20,Mark Hughes,Home,1
631,2225526,2,1,Roberto Di Matteo,985,3,2,Sir Alex Ferguson,Home,0
762,2225517,2,10,Alan Pardew,984,1,9,Steve Clarke,Home,1
289,2225562,2,13,Martin O'Neill,984,4,3,Steve Clarke,Home,0
29,2225520,2,5,David Moyes,31,2,13,Brendan Rodgers,Home,0
11,2225523,1,6,Arsène Wenger,1039,0,20,Mark Hughes,Home,1
405,2225555,1,17,Paul Lambert,1032,0,19,Brian McDermott,Home,1
281,2225522,1,3,Roberto Mancini,2288,0,12,Michael Laudrup,Home,1
1071,2225518,2,15,Roberto Martínez,379,1,8,Sam Allardyce,Home,1
512,2225512,0,14,Tony Pulis,289,0,11,Martin O'Neill,Home,0
985,2225514,2,1,Sir Alex Ferguson,11,1,7,Arsène Wenger,Home,1
405,2225519,1,17,Paul Lambert,1123,1,16,Chris Hughton,Home,0
289,2225502,1,11,Martin O'Neill,762,1,12,Alan Pardew,Home,0
1039,2225504,1,20,Mark Hughes,29,1,4,David Moyes,Home,0
379,2225521,4,6,Sam Allardyce,180,1,18,Nigel Adkins,Home,1
931,2225510,1,8,Martin Jol,405,0,17,Paul Lambert,Home,1
985,2225509,4,2,Sir Alex Ferguson,512,2,14,Tony Pulis,Home,1
1032,2225516,3,18,Brian McDermott,931,3,7,Martin Jol,Home,0
405,2225525,2,17,Paul Lambert,985,3,1,Sir Alex Ferguson,Home,0
2288,2225505,2,10,Michael Laudrup,1071,1,16,Roberto Martínez,Home,1
180,2225511,1,19,Nigel Adkins,148,2,4,André Villas-Boas,Home,0
762,2225486,0,11,Alan Pardew,985,3,2,Sir Alex Ferguson,Home,0
984,2225536,2,5,Steve Clarke,180,0,20,Nigel Adkins,Home,1
31,2225508,1,13,Brendan Rodgers,1032,0,19,Brian McDermott,Home,1
180,2225487,2,17,Nigel Adkins,931,2,9,Martin Jol,Home,0
31,2225491,0,14,Brendan Rodgers,512,0,13,Tony Pulis,Home,0
1071,2225501,2,15,Roberto Martínez,29,2,4,David Moyes,Home,0
984,2225499,3,6,Steve Clarke,1039,2,20,Mark Hughes,Home,1
379,2225540,0,9,Sam Allardyce,281,0,3,Roberto Mancini,Home,0
281,2225492,3,3,Roberto Mancini,289,0,10,Martin O'Neill,Home,1
1039,2225495,1,20,Mark Hughes,379,2,7,Sam Allardyce,Home,0
